run_index,total_runs,timestamp,item_mem_seed,num_levels,vector_dimension,use_genetic_item_memory,binning_mode,output_mode,log_file,duration_sec
1,5220,2026-04-22T18:54:56.646673,7,5,201,0,0,2,run_levels_005_dim_00201.txt,1.008
2,5220,2026-04-22T18:54:57.657989,7,5,251,0,0,2,run_levels_005_dim_00251.txt,1.008
3,5220,2026-04-22T18:54:58.733597,7,5,301,0,0,2,run_levels_005_dim_00301.txt,1.072
4,5220,2026-04-22T18:54:59.793893,7,5,351,0,0,2,run_levels_005_dim_00351.txt,1.057
5,5220,2026-04-22T18:55:00.925017,7,5,401,0,0,2,run_levels_005_dim_00401.txt,1.128
6,5220,2026-04-22T18:55:02.067331,7,5,451,0,0,2,run_levels_005_dim_00451.txt,1.139
7,5220,2026-04-22T18:55:03.181212,7,5,501,0,0,2,run_levels_005_dim_00501.txt,1.111
8,5220,2026-04-22T18:55:04.314361,7,5,551,0,0,2,run_levels_005_dim_00551.txt,1.130
9,5220,2026-04-22T18:55:05.495014,7,5,601,0,0,2,run_levels_005_dim_00601.txt,1.177
10,5220,2026-04-22T18:55:06.671909,7,5,651,0,0,2,run_levels_005_dim_00651.txt,1.174
11,5220,2026-04-22T18:55:07.864988,7,5,701,0,0,2,run_levels_005_dim_00701.txt,1.190
12,5220,2026-04-22T18:55:09.068922,7,5,751,0,0,2,run_levels_005_dim_00751.txt,1.201
13,5220,2026-04-22T18:55:10.289210,7,5,801,0,0,2,run_levels_005_dim_00801.txt,1.217
14,5220,2026-04-22T18:55:11.551654,7,5,851,0,0,2,run_levels_005_dim_00851.txt,1.259
15,5220,2026-04-22T18:55:12.949856,7,5,901,0,0,2,run_levels_005_dim_00901.txt,1.395
16,5220,2026-04-22T18:55:14.299377,7,5,951,0,0,2,run_levels_005_dim_00951.txt,1.347
17,5220,2026-04-22T18:55:15.751196,7,5,1000,0,0,2,run_levels_005_dim_01000.txt,1.449
18,5220,2026-04-22T18:55:17.236058,7,5,1500,0,0,2,run_levels_005_dim_01500.txt,1.482
19,5220,2026-04-22T18:55:18.861388,7,5,2000,0,0,2,run_levels_005_dim_02000.txt,1.622
20,5220,2026-04-22T18:55:20.619923,7,5,2500,0,0,2,run_levels_005_dim_02500.txt,1.755
21,5220,2026-04-22T18:55:22.611228,7,5,3000,0,0,2,run_levels_005_dim_03000.txt,1.988
22,5220,2026-04-22T18:55:24.781804,7,5,3500,0,0,2,run_levels_005_dim_03500.txt,2.167
23,5220,2026-04-22T18:55:27.202354,7,5,4000,0,0,2,run_levels_005_dim_04000.txt,2.417
24,5220,2026-04-22T18:55:30.300498,7,5,4500,0,0,2,run_levels_005_dim_04500.txt,3.095
25,5220,2026-04-22T18:55:33.113304,7,5,5000,0,0,2,run_levels_005_dim_05000.txt,2.810
26,5220,2026-04-22T18:55:36.424865,7,5,5500,0,0,2,run_levels_005_dim_05500.txt,3.309
27,5220,2026-04-22T18:55:40.093075,7,5,6000,0,0,2,run_levels_005_dim_06000.txt,3.665
28,5220,2026-04-22T18:55:44.132807,7,5,6500,0,0,2,run_levels_005_dim_06500.txt,4.037
29,5220,2026-04-22T18:55:47.713001,7,5,7000,0,0,2,run_levels_005_dim_07000.txt,3.577
30,5220,2026-04-22T18:55:51.423278,7,5,7500,0,0,2,run_levels_005_dim_07500.txt,3.707
31,5220,2026-04-22T18:55:54.614606,7,5,8000,0,0,2,run_levels_005_dim_08000.txt,3.188
32,5220,2026-04-22T18:55:59.622505,7,5,8500,0,0,2,run_levels_005_dim_08500.txt,5.004
33,5220,2026-04-22T18:56:04.899728,7,5,9000,0,0,2,run_levels_005_dim_09000.txt,5.274
34,5220,2026-04-22T18:56:09.269163,7,5,9500,0,0,2,run_levels_005_dim_09500.txt,4.366
35,5220,2026-04-22T18:56:13.819834,7,5,10000,0,0,2,run_levels_005_dim_10000.txt,4.548
36,5220,2026-04-22T18:56:20.000365,7,5,11000,0,0,2,run_levels_005_dim_11000.txt,6.177
37,5220,2026-04-22T18:56:26.438129,7,5,12000,0,0,2,run_levels_005_dim_12000.txt,6.434
38,5220,2026-04-22T18:56:32.055002,7,5,13000,0,0,2,run_levels_005_dim_13000.txt,5.614
39,5220,2026-04-22T18:56:39.787467,7,5,14000,0,0,2,run_levels_005_dim_14000.txt,7.729
40,5220,2026-04-22T18:56:45.915422,7,5,15000,0,0,2,run_levels_005_dim_15000.txt,6.124
41,5220,2026-04-22T18:56:51.662887,7,5,16000,0,0,2,run_levels_005_dim_16000.txt,5.744
42,5220,2026-04-22T18:57:00.524751,7,5,17000,0,0,2,run_levels_005_dim_17000.txt,8.858
43,5220,2026-04-22T18:57:07.832386,7,5,18000,0,0,2,run_levels_005_dim_18000.txt,7.304
44,5220,2026-04-22T18:57:17.658538,7,5,19000,0,0,2,run_levels_005_dim_19000.txt,9.823
45,5220,2026-04-22T18:57:27.998973,7,5,20000,0,0,2,run_levels_005_dim_20000.txt,10.337
46,5220,2026-04-22T18:57:29.037333,7,6,201,0,0,2,run_levels_006_dim_00201.txt,1.035
47,5220,2026-04-22T18:57:30.051358,7,6,251,0,0,2,run_levels_006_dim_00251.txt,1.011
48,5220,2026-04-22T18:57:31.080218,7,6,301,0,0,2,run_levels_006_dim_00301.txt,1.026
49,5220,2026-04-22T18:57:32.137118,7,6,351,0,0,2,run_levels_006_dim_00351.txt,1.054
50,5220,2026-04-22T18:57:33.193882,7,6,401,0,0,2,run_levels_006_dim_00401.txt,1.054
51,5220,2026-04-22T18:57:34.288119,7,6,451,0,0,2,run_levels_006_dim_00451.txt,1.091
52,5220,2026-04-22T18:57:35.443948,7,6,501,0,0,2,run_levels_006_dim_00501.txt,1.153
53,5220,2026-04-22T18:57:36.624101,7,6,551,0,0,2,run_levels_006_dim_00551.txt,1.177
54,5220,2026-04-22T18:57:37.838532,7,6,601,0,0,2,run_levels_006_dim_00601.txt,1.211
55,5220,2026-04-22T18:57:39.072621,7,6,651,0,0,2,run_levels_006_dim_00651.txt,1.231
56,5220,2026-04-22T18:57:40.212129,7,6,701,0,0,2,run_levels_006_dim_00701.txt,1.135
57,5220,2026-04-22T18:57:41.405637,7,6,751,0,0,2,run_levels_006_dim_00751.txt,1.190
58,5220,2026-04-22T18:57:42.628687,7,6,801,0,0,2,run_levels_006_dim_00801.txt,1.220
59,5220,2026-04-22T18:57:43.922746,7,6,851,0,0,2,run_levels_006_dim_00851.txt,1.291
60,5220,2026-04-22T18:57:45.252871,7,6,901,0,0,2,run_levels_006_dim_00901.txt,1.327
61,5220,2026-04-22T18:57:46.541601,7,6,951,0,0,2,run_levels_006_dim_00951.txt,1.285
62,5220,2026-04-22T18:57:47.819742,7,6,1000,0,0,2,run_levels_006_dim_01000.txt,1.275
63,5220,2026-04-22T18:57:49.261310,7,6,1500,0,0,2,run_levels_006_dim_01500.txt,1.438
64,5220,2026-04-22T18:57:50.925860,7,6,2000,0,0,2,run_levels_006_dim_02000.txt,1.661
65,5220,2026-04-22T18:57:52.817913,7,6,2500,0,0,2,run_levels_006_dim_02500.txt,1.889
66,5220,2026-04-22T18:57:54.833650,7,6,3000,0,0,2,run_levels_006_dim_03000.txt,2.013
67,5220,2026-04-22T18:57:56.960352,7,6,3500,0,0,2,run_levels_006_dim_03500.txt,2.094
68,5220,2026-04-22T18:57:59.379429,7,6,4000,0,0,2,run_levels_006_dim_04000.txt,2.416
69,5220,2026-04-22T18:58:02.220910,7,6,4500,0,0,2,run_levels_006_dim_04500.txt,2.838
70,5220,2026-04-22T18:58:04.874712,7,6,5000,0,0,2,run_levels_006_dim_05000.txt,2.651
71,5220,2026-04-22T18:58:07.720547,7,6,5500,0,0,2,run_levels_006_dim_05500.txt,2.843
72,5220,2026-04-22T18:58:10.763136,7,6,6000,0,0,2,run_levels_006_dim_06000.txt,3.040
73,5220,2026-04-22T18:58:13.941767,7,6,6500,0,0,2,run_levels_006_dim_06500.txt,3.176
74,5220,2026-04-22T18:58:17.453670,7,6,7000,0,0,2,run_levels_006_dim_07000.txt,3.509
75,5220,2026-04-22T18:58:21.270223,7,6,7500,0,0,2,run_levels_006_dim_07500.txt,3.813
76,5220,2026-04-22T18:58:24.445633,7,6,8000,0,0,2,run_levels_006_dim_08000.txt,3.173
