run_index,total_runs,timestamp,item_mem_seed,num_levels,vector_dimension,use_genetic_item_memory,binning_mode,output_mode,log_file,duration_sec
1,5220,2026-04-21T20:32:16.526444,2,5,201,0,0,2,run_levels_005_dim_00201.txt,0.992
2,5220,2026-04-21T20:32:17.573585,2,5,251,0,0,2,run_levels_005_dim_00251.txt,1.044
3,5220,2026-04-21T20:32:18.664434,2,5,301,0,0,2,run_levels_005_dim_00301.txt,1.088
4,5220,2026-04-21T20:32:19.771023,2,5,351,0,0,2,run_levels_005_dim_00351.txt,1.104
5,5220,2026-04-21T20:32:20.915754,2,5,401,0,0,2,run_levels_005_dim_00401.txt,1.141
6,5220,2026-04-21T20:32:22.061714,2,5,451,0,0,2,run_levels_005_dim_00451.txt,1.142
7,5220,2026-04-21T20:32:23.201967,2,5,501,0,0,2,run_levels_005_dim_00501.txt,1.137
8,5220,2026-04-21T20:32:24.332875,2,5,551,0,0,2,run_levels_005_dim_00551.txt,1.128
9,5220,2026-04-21T20:32:25.489150,2,5,601,0,0,2,run_levels_005_dim_00601.txt,1.153
10,5220,2026-04-21T20:32:26.632917,2,5,651,0,0,2,run_levels_005_dim_00651.txt,1.141
11,5220,2026-04-21T20:32:27.823119,2,5,701,0,0,2,run_levels_005_dim_00701.txt,1.187
12,5220,2026-04-21T20:32:29.018901,2,5,751,0,0,2,run_levels_005_dim_00751.txt,1.193
13,5220,2026-04-21T20:32:30.262592,2,5,801,0,0,2,run_levels_005_dim_00801.txt,1.240
14,5220,2026-04-21T20:32:31.580831,2,5,851,0,0,2,run_levels_005_dim_00851.txt,1.315
15,5220,2026-04-21T20:32:32.874321,2,5,901,0,0,2,run_levels_005_dim_00901.txt,1.291
16,5220,2026-04-21T20:32:34.207026,2,5,951,0,0,2,run_levels_005_dim_00951.txt,1.330
17,5220,2026-04-21T20:32:35.568356,2,5,1000,0,0,2,run_levels_005_dim_01000.txt,1.358
18,5220,2026-04-21T20:32:37.092179,2,5,1500,0,0,2,run_levels_005_dim_01500.txt,1.521
19,5220,2026-04-21T20:32:38.797056,2,5,2000,0,0,2,run_levels_005_dim_02000.txt,1.702
20,5220,2026-04-21T20:32:40.578348,2,5,2500,0,0,2,run_levels_005_dim_02500.txt,1.778
21,5220,2026-04-21T20:32:42.497985,2,5,3000,0,0,2,run_levels_005_dim_03000.txt,1.916
22,5220,2026-04-21T20:32:44.670233,2,5,3500,0,0,2,run_levels_005_dim_03500.txt,2.168
23,5220,2026-04-21T20:32:47.133625,2,5,4000,0,0,2,run_levels_005_dim_04000.txt,2.460
24,5220,2026-04-21T20:32:50.040887,2,5,4500,0,0,2,run_levels_005_dim_04500.txt,2.904
25,5220,2026-04-21T20:32:52.829686,2,5,5000,0,0,2,run_levels_005_dim_05000.txt,2.786
26,5220,2026-04-21T20:32:56.276868,2,5,5500,0,0,2,run_levels_005_dim_05500.txt,3.444
27,5220,2026-04-21T20:32:59.933013,2,5,6000,0,0,2,run_levels_005_dim_06000.txt,3.653
28,5220,2026-04-21T20:33:03.979775,2,5,6500,0,0,2,run_levels_005_dim_06500.txt,4.043
29,5220,2026-04-21T20:33:07.367317,2,5,7000,0,0,2,run_levels_005_dim_07000.txt,3.384
30,5220,2026-04-21T20:33:11.210726,2,5,7500,0,0,2,run_levels_005_dim_07500.txt,3.840
31,5220,2026-04-21T20:33:14.438018,2,5,8000,0,0,2,run_levels_005_dim_08000.txt,3.224
32,5220,2026-04-21T20:33:19.296672,2,5,8500,0,0,2,run_levels_005_dim_08500.txt,4.855
33,5220,2026-04-21T20:33:24.482323,2,5,9000,0,0,2,run_levels_005_dim_09000.txt,5.182
34,5220,2026-04-21T20:33:29.074872,2,5,9500,0,0,2,run_levels_005_dim_09500.txt,4.590
35,5220,2026-04-21T20:33:33.415888,2,5,10000,0,0,2,run_levels_005_dim_10000.txt,4.338
36,5220,2026-04-21T20:33:39.530970,2,5,11000,0,0,2,run_levels_005_dim_11000.txt,6.112
37,5220,2026-04-21T20:33:46.171543,2,5,12000,0,0,2,run_levels_005_dim_12000.txt,6.636
38,5220,2026-04-21T20:33:51.650905,2,5,13000,0,0,2,run_levels_005_dim_13000.txt,5.476
39,5220,2026-04-21T20:33:59.178561,2,5,14000,0,0,2,run_levels_005_dim_14000.txt,7.524
40,5220,2026-04-21T20:34:05.247086,2,5,15000,0,0,2,run_levels_005_dim_15000.txt,6.066
41,5220,2026-04-21T20:34:11.052846,2,5,16000,0,0,2,run_levels_005_dim_16000.txt,5.803
42,5220,2026-04-21T20:34:19.863433,2,5,17000,0,0,2,run_levels_005_dim_17000.txt,8.807
43,5220,2026-04-21T20:34:27.224154,2,5,18000,0,0,2,run_levels_005_dim_18000.txt,7.357
44,5220,2026-04-21T20:34:36.930839,2,5,19000,0,0,2,run_levels_005_dim_19000.txt,9.704
45,5220,2026-04-21T20:34:47.159011,2,5,20000,0,0,2,run_levels_005_dim_20000.txt,10.224
46,5220,2026-04-21T20:34:48.204396,2,6,201,0,0,2,run_levels_006_dim_00201.txt,1.042
47,5220,2026-04-21T20:34:49.262694,2,6,251,0,0,2,run_levels_006_dim_00251.txt,1.055
48,5220,2026-04-21T20:34:50.338724,2,6,301,0,0,2,run_levels_006_dim_00301.txt,1.073
49,5220,2026-04-21T20:34:51.432879,2,6,351,0,0,2,run_levels_006_dim_00351.txt,1.091
50,5220,2026-04-21T20:34:52.519983,2,6,401,0,0,2,run_levels_006_dim_00401.txt,1.084
51,5220,2026-04-21T20:34:53.625629,2,6,451,0,0,2,run_levels_006_dim_00451.txt,1.102
52,5220,2026-04-21T20:34:54.772597,2,6,501,0,0,2,run_levels_006_dim_00501.txt,1.143
53,5220,2026-04-21T20:34:55.948132,2,6,551,0,0,2,run_levels_006_dim_00551.txt,1.172
54,5220,2026-04-21T20:34:57.102672,2,6,601,0,0,2,run_levels_006_dim_00601.txt,1.151
55,5220,2026-04-21T20:34:58.275306,2,6,651,0,0,2,run_levels_006_dim_00651.txt,1.170
56,5220,2026-04-21T20:34:59.454719,2,6,701,0,0,2,run_levels_006_dim_00701.txt,1.176
57,5220,2026-04-21T20:35:00.615099,2,6,751,0,0,2,run_levels_006_dim_00751.txt,1.157
58,5220,2026-04-21T20:35:01.806312,2,6,801,0,0,2,run_levels_006_dim_00801.txt,1.188
59,5220,2026-04-21T20:35:03.088511,2,6,851,0,0,2,run_levels_006_dim_00851.txt,1.279
60,5220,2026-04-21T20:35:04.416556,2,6,901,0,0,2,run_levels_006_dim_00901.txt,1.325
61,5220,2026-04-21T20:35:05.756296,2,6,951,0,0,2,run_levels_006_dim_00951.txt,1.337
62,5220,2026-04-21T20:35:07.187127,2,6,1000,0,0,2,run_levels_006_dim_01000.txt,1.417
