dataset,generation,adaptive_mean,adaptive_std,naive_mean,naive_std
1,24,8.0,1.2649110640673518,6.4,1.7435595774162693
1,25,7.8,3.249615361854384,7.0,0.8944271909999159
1,26,3.6,1.4966629547095767,5.4,2.5768197453450252
1,27,8.2,1.469693845669907,4.2,2.2271057451320084
1,28,6.8,0.7483314773547882,6.0,1.5491933384829668
1,29,5.2,2.7856776554368237,4.2,0.9797958971132712
1,30,7.4,1.2,4.6,3.0724582991474434
1,31,6.0,1.6733200530681511,5.4,1.7435595774162693
1,32,5.2,2.785677655436824,3.0,0.6324555320336759
1,33,4.8,1.7204650534085253,4.6,1.8547236990991407
1,34,4.6,2.727636339397171,4.2,3.059411708155671
1,35,5.6,1.8547236990991407,2.8,1.9390719429665317
1,36,5.4,1.2,2.8,1.32664991614216
1,37,6.2,1.9390719429665317,2.8,1.469693845669907
1,38,4.4,2.0591260281974,4.6,0.7999999999999999
1,39,4.8,1.469693845669907,5.0,1.4142135623730951
1,40,3.8,0.7483314773547882,3.6,2.65329983228432
1,41,3.6,2.576819745345025,3.8,1.32664991614216
1,42,4.0,1.7888543819998317,4.0,0.6324555320336759
1,43,4.0,3.03315017762062,3.4,2.0591260281974
1,44,3.8,2.1354156504062622,5.0,1.2649110640673518
1,45,4.6,1.0198039027185568,4.8,1.16619037896906
1,46,5.0,1.6733200530681511,3.4,1.8547236990991407
1,47,3.4,1.4966629547095764,2.6,1.854723699099141
1,48,4.4,2.244994432064365,4.0,1.0954451150103321
1,49,3.4,2.0591260281974,3.6,1.624807680927192
1,50,4.2,1.16619037896906,3.6,1.9595917942265426
1,51,3.0,2.0,3.0,0.6324555320336759
1,52,3.8,1.8330302779823362,3.6,1.8547236990991407
1,53,2.8,1.16619037896906,2.8,1.8330302779823362
1,54,2.6,0.8,3.2,1.16619037896906
1,55,3.4,0.8,2.6,1.3564659966250538
1,56,4.0,0.6324555320336759,3.8,1.469693845669907
1,57,3.2,2.039607805437114,4.0,2.8284271247461903
1,58,3.2,2.0396078054371136,2.8,1.469693845669907
1,59,2.4,1.3564659966250536,2.0,0.6324555320336759
1,60,2.6,1.2000000000000002,3.0,1.0954451150103321
1,61,3.4,2.6532998322843193,3.2,1.469693845669907
1,62,3.4,1.019803902718557,3.2,1.7204650534085253
1,63,3.6,1.3564659966250536,2.6,1.3564659966250538
1,64,3.0,1.4142135623730951,3.8,2.3151673805580453
1,65,3.8,1.16619037896906,3.0,1.2649110640673518
1,66,2.8,1.16619037896906,2.4,2.0591260281974
1,67,2.8,0.7483314773547882,4.2,2.3151673805580453
1,68,4.2,0.9797958971132712,3.4,2.0591260281974
1,69,2.8,0.7483314773547882,2.6,1.624807680927192
1,70,3.2,0.7483314773547882,4.4,1.4966629547095764
1,71,4.0,1.2649110640673518,2.4,1.3564659966250538
1,72,4.0,1.7888543819998317,3.0,1.5491933384829668
1,73,3.6,0.8,3.8,2.2271057451320084
1,74,4.6,1.2,2.4,1.3564659966250536
1,75,3.0,1.2649110640673518,2.8,1.469693845669907
1,76,3.2,1.32664991614216,4.0,2.280350850198276
1,77,2.4,1.3564659966250536,3.4,1.3564659966250538
1,78,4.4,0.4898979485566356,2.8,1.7204650534085253
1,79,3.2,1.16619037896906,3.4,1.2
1,80,3.0,1.2649110640673518,2.8,1.6
1,81,1.8,1.32664991614216,3.8,2.039607805437114
1,82,2.4,1.019803902718557,2.6,2.244994432064365
1,83,3.4,1.019803902718557,2.8,1.7204650534085255
1,84,2.0,0.8944271909999159,3.8,0.7483314773547882
1,85,4.6,1.8547236990991407,5.0,1.4142135623730951
1,86,4.0,1.0954451150103321,2.6,1.2000000000000002
1,87,3.8,2.1354156504062622,4.2,2.638181191654584
1,88,5.6,0.7999999999999999,3.6,1.4966629547095764
1,89,3.2,1.32664991614216,4.8,2.4000000000000004
1,90,1.6,1.4966629547095767,4.8,1.6
1,91,4.2,1.32664991614216,2.4,1.624807680927192
1,92,3.8,2.785677655436824,3.4,2.416609194718914
1,93,4.6,2.4979991993593593,4.2,1.6
1,94,3.2,1.7204650534085255,3.8,1.7204650534085253
1,95,4.2,1.16619037896906,3.8,2.2271057451320084
1,96,3.8,1.469693845669907,4.4,2.33238075793812
1,97,4.8,2.6381811916545836,4.4,2.4166091947189146
1,98,7.0,2.1908902300206643,3.4,2.244994432064365
1,99,5.8,1.9390719429665317,4.0,2.280350850198276
