seed,dataset,generation,new_selected,population
1,0,1,69.0,128.0
1,0,2,50.0,128.0
1,0,3,39.0,128.0
1,0,4,37.0,128.0
1,0,5,27.0,128.0
1,0,6,21.0,128.0
1,0,7,23.0,128.0
1,0,8,14.0,128.0
1,0,9,16.0,128.0
1,0,10,20.0,128.0
1,0,11,21.0,128.0
1,0,12,12.0,128.0
1,0,13,15.0,128.0
1,0,14,13.0,128.0
1,0,15,12.0,128.0
1,0,16,9.0,128.0
1,0,17,10.0,128.0
1,0,18,12.0,128.0
1,0,19,8.0,128.0
1,0,20,7.0,128.0
1,0,21,8.0,128.0
1,0,22,9.0,128.0
1,0,23,5.0,128.0
1,0,24,4.0,128.0
1,0,25,17.0,128.0
1,0,26,11.0,128.0
1,0,27,7.0,128.0
1,0,28,14.0,128.0
1,0,29,9.0,128.0
1,0,30,7.0,128.0
1,0,31,7.0,128.0
1,0,32,6.0,128.0
1,0,33,3.0,128.0
1,0,34,8.0,128.0
1,0,35,9.0,128.0
1,0,36,3.0,128.0
1,0,37,3.0,128.0
1,0,38,5.0,128.0
1,0,39,7.0,128.0
1,0,40,7.0,128.0
1,0,41,5.0,128.0
1,0,42,5.0,128.0
1,0,43,6.0,128.0
1,0,44,4.0,128.0
1,0,45,6.0,128.0
1,0,46,12.0,128.0
1,0,47,10.0,128.0
1,0,48,6.0,128.0
1,0,49,6.0,128.0
1,0,50,6.0,128.0
1,0,51,4.0,128.0
1,0,52,9.0,128.0
1,0,53,6.0,128.0
1,0,54,3.0,128.0
1,0,55,9.0,128.0
1,0,56,9.0,128.0
1,0,57,6.0,128.0
1,0,58,4.0,128.0
1,0,59,10.0,128.0
1,0,60,10.0,128.0
1,0,61,7.0,128.0
1,0,62,9.0,128.0
1,0,63,12.0,128.0
1,0,64,10.0,128.0
1,0,65,11.0,128.0
1,0,66,12.0,128.0
1,0,67,12.0,128.0
1,0,68,6.0,128.0
1,0,69,12.0,128.0
1,0,70,15.0,128.0
1,0,71,9.0,128.0
1,0,72,8.0,128.0
1,0,73,12.0,128.0
1,0,74,9.0,128.0
1,0,75,9.0,128.0
1,0,76,8.0,128.0
1,0,77,14.0,128.0
1,0,78,12.0,128.0
1,0,79,14.0,128.0
1,0,80,14.0,128.0
1,0,81,16.0,128.0
1,0,82,4.0,128.0
1,0,83,12.0,128.0
1,0,84,13.0,128.0
1,0,85,10.0,128.0
1,0,86,5.0,128.0
1,0,87,14.0,128.0
1,0,88,17.0,128.0
1,0,89,11.0,128.0
1,0,90,12.0,128.0
1,0,91,16.0,128.0
1,0,92,13.0,128.0
1,0,93,8.0,128.0
1,0,94,16.0,128.0
1,0,95,6.0,128.0
1,0,96,16.0,128.0
1,0,97,3.0,128.0
1,0,98,7.0,128.0
1,0,99,15.0,128.0
1,0,100,15.0,128.0
1,0,101,14.0,128.0
1,0,102,10.0,128.0
1,0,103,14.0,128.0
1,0,104,17.0,128.0
1,0,105,13.0,128.0
1,0,106,16.0,128.0
1,0,107,18.0,128.0
1,0,108,12.0,128.0
1,0,109,12.0,128.0
1,0,110,15.0,128.0
1,0,111,15.0,128.0
1,0,112,12.0,128.0
1,0,113,6.0,128.0
1,0,114,13.0,128.0
1,0,115,11.0,128.0
1,0,116,16.0,128.0
1,0,117,18.0,128.0
1,0,118,10.0,128.0
1,0,119,13.0,128.0
1,0,120,9.0,128.0
1,0,121,17.0,128.0
1,0,122,9.0,128.0
1,0,123,14.0,128.0
1,0,124,16.0,128.0
1,0,125,16.0,128.0
1,0,126,14.0,128.0
1,0,127,19.0,128.0
1,0,128,12.0,128.0
2,0,1,78.0,128.0
2,0,2,59.0,128.0
2,0,3,49.0,128.0
2,0,4,39.0,128.0
2,0,5,32.0,128.0
2,0,6,30.0,128.0
2,0,7,26.0,128.0
2,0,8,20.0,128.0
2,0,9,19.0,128.0
2,0,10,17.0,128.0
2,0,11,19.0,128.0
2,0,12,16.0,128.0
2,0,13,10.0,128.0
2,0,14,8.0,128.0
2,0,15,9.0,128.0
2,0,16,13.0,128.0
2,0,17,13.0,128.0
2,0,18,14.0,128.0
2,0,19,12.0,128.0
2,0,20,13.0,128.0
2,0,21,5.0,128.0
2,0,22,10.0,128.0
2,0,23,16.0,128.0
2,0,24,13.0,128.0
2,0,25,10.0,128.0
2,0,26,11.0,128.0
2,0,27,8.0,128.0
2,0,28,10.0,128.0
2,0,29,7.0,128.0
2,0,30,8.0,128.0
2,0,31,13.0,128.0
2,0,32,9.0,128.0
2,0,33,6.0,128.0
2,0,34,8.0,128.0
2,0,35,12.0,128.0
2,0,36,16.0,128.0
2,0,37,14.0,128.0
2,0,38,7.0,128.0
2,0,39,10.0,128.0
2,0,40,12.0,128.0
2,0,41,7.0,128.0
2,0,42,14.0,128.0
2,0,43,10.0,128.0
2,0,44,14.0,128.0
2,0,45,4.0,128.0
2,0,46,9.0,128.0
2,0,47,7.0,128.0
2,0,48,3.0,128.0
2,0,49,7.0,128.0
2,0,50,8.0,128.0
2,0,51,12.0,128.0
2,0,52,7.0,128.0
2,0,53,8.0,128.0
2,0,54,7.0,128.0
2,0,55,12.0,128.0
2,0,56,14.0,128.0
2,0,57,5.0,128.0
2,0,58,12.0,128.0
2,0,59,8.0,128.0
2,0,60,9.0,128.0
2,0,61,9.0,128.0
2,0,62,12.0,128.0
2,0,63,9.0,128.0
2,0,64,9.0,128.0
2,0,65,12.0,128.0
2,0,66,12.0,128.0
2,0,67,7.0,128.0
2,0,68,12.0,128.0
2,0,69,14.0,128.0
2,0,70,8.0,128.0
2,0,71,13.0,128.0
2,0,72,7.0,128.0
2,0,73,10.0,128.0
2,0,74,14.0,128.0
2,0,75,9.0,128.0
2,0,76,8.0,128.0
2,0,77,9.0,128.0
2,0,78,6.0,128.0
2,0,79,13.0,128.0
2,0,80,10.0,128.0
2,0,81,8.0,128.0
2,0,82,11.0,128.0
2,0,83,7.0,128.0
2,0,84,8.0,128.0
2,0,85,10.0,128.0
2,0,86,8.0,128.0
2,0,87,13.0,128.0
2,0,88,10.0,128.0
2,0,89,4.0,128.0
2,0,90,6.0,128.0
2,0,91,10.0,128.0
2,0,92,13.0,128.0
2,0,93,9.0,128.0
2,0,94,8.0,128.0
2,0,95,7.0,128.0
2,0,96,7.0,128.0
2,0,97,10.0,128.0
2,0,98,8.0,128.0
2,0,99,7.0,128.0
2,0,100,17.0,128.0
2,0,101,13.0,128.0
2,0,102,4.0,128.0
2,0,103,12.0,128.0
2,0,104,12.0,128.0
2,0,105,8.0,128.0
2,0,106,13.0,128.0
2,0,107,7.0,128.0
2,0,108,12.0,128.0
2,0,109,16.0,128.0
2,0,110,10.0,128.0
2,0,111,14.0,128.0
2,0,112,16.0,128.0
2,0,113,12.0,128.0
2,0,114,10.0,128.0
2,0,115,24.0,128.0
2,0,116,15.0,128.0
2,0,117,21.0,128.0
2,0,118,13.0,128.0
2,0,119,16.0,128.0
2,0,120,12.0,128.0
2,0,121,15.0,128.0
