0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.915757,-0.917248,-0.922305,-0.925922,-0.919989,-0.781708,-0.686347,-0.850803,-0.930934,-0.928766,-0.940101,-0.901347,-0.925195,-0.932282,-0.939653,-0.932630,-0.934025,-0.924845,-0.934009,-0.940916,-0.933480,-0.906905,-0.912767,-0.925534,-0.946298,-0.945677,-0.939893,-0.936633,-0.941088,-0.929658,-0.924666,-0.923437
-0.920395,-0.921679,-0.925239,-0.927310,-0.925831,-0.786271,-0.697899,-0.851293,-0.937293,-0.935310,-0.943176,-0.909975,-0.921973,-0.932041,-0.939588,-0.938098,-0.935268,-0.919690,-0.938945,-0.943305,-0.933284,-0.908240,-0.915163,-0.927085,-0.949629,-0.948430,-0.943318,-0.939470,-0.940498,-0.931771,-0.927929,-0.928869
-0.923140,-0.925010,-0.929492,-0.933275,-0.929421,-0.797010,-0.706306,-0.859407,-0.930298,-0.934133,-0.939514,-0.908824,-0.928831,-0.934209,-0.939341,-0.932623,-0.934724,-0.926965,-0.938637,-0.943976,-0.936602,-0.914505,-0.918500,-0.934807,-0.949380,-0.945687,-0.945265,-0.939251,-0.939725,-0.931587,-0.926932,-0.927117
-0.913916,-0.914889,-0.922390,-0.925860,-0.923327,-0.805734,-0.724806,-0.853902,-0.925082,-0.927444,-0.934524,-0.912891,-0.922947,-0.927873,-0.929261,-0.923926,-0.927963,-0.921060,-0.927912,-0.942324,-0.932306,-0.913400,-0.916727,-0.927635,-0.935612,-0.941113,-0.937108,-0.933587,-0.932201,-0.929442,-0.913948,-0.919751
-0.898280,-0.901186,-0.904551,-0.913702,-0.910469,-0.778034,-0.687231,-0.831971,-0.930205,-0.927235,-0.936333,-0.903774,-0.924612,-0.922170,-0.928505,-0.921571,-0.925952,-0.910431,-0.923855,-0.932776,-0.926851,-0.905987,-0.902811,-0.920820,-0.939881,-0.938995,-0.927428,-0.927845,-0.926189,-0.915439,-0.914704,-0.916268
-0.905941,-0.903079,-0.911976,-0.921149,-0.916892,-0.782769,-0.689484,-0.847292,-0.924818,-0.932596,-0.935348,-0.901762,-0.919971,-0.925929,-0.925527,-0.928732,-0.917789,-0.907369,-0.924437,-0.924825,-0.924265,-0.898440,-0.902526,-0.917778,-0.941508,-0.939683,-0.937484,-0.930201,-0.923411,-0.921343,-0.915062,-0.914644
-0.908192,-0.911472,-0.918908,-0.923381,-0.914122,-0.774320,-0.689561,-0.833243,-0.920848,-0.926019,-0.936395,-0.892090,-0.922087,-0.924744,-0.930098,-0.934286,-0.927382,-0.913936,-0.929024,-0.930133,-0.933271,-0.906562,-0.903634,-0.915577,-0.942810,-0.947271,-0.944672,-0.933546,-0.929158,-0.924049,-0.920166,-0.922879
-0.909744,-0.914000,-0.922001,-0.926979,-0.921001,-0.795129,-0.706163,-0.847792,-0.933419,-0.934771,-0.939860,-0.913822,-0.931289,-0.931090,-0.930097,-0.933673,-0.929678,-0.921876,-0.928660,-0.929381,-0.935423,-0.912689,-0.912300,-0.923760,-0.945445,-0.945983,-0.945798,-0.938024,-0.933564,-0.922337,-0.924582,-0.927643
-0.881405,-0.881532,-0.889949,-0.883894,-0.879936,-0.707603,-0.612461,-0.802900,-0.908469,-0.899209,-0.924683,-0.871060,-0.908914,-0.908693,-0.911534,-0.916320,-0.905314,-0.897114,-0.906028,-0.909269,-0.906083,-0.869527,-0.871533,-0.898266,-0.923190,-0.922234,-0.924325,-0.914909,-0.907468,-0.900754,-0.901708,-0.910609
-0.894362,-0.900597,-0.908438,-0.913884,-0.909508,-0.782497,-0.693965,-0.837510,-0.915577,-0.908116,-0.937526,-0.906832,-0.920088,-0.916633,-0.917952,-0.920542,-0.917056,-0.909170,-0.916791,-0.921661,-0.926365,-0.907040,-0.906068,-0.914676,-0.934884,-0.938962,-0.937755,-0.928468,-0.923999,-0.919928,-0.910715,-0.914632
-0.900799,-0.904809,-0.910604,-0.917621,-0.913763,-0.783750,-0.690006,-0.837066,-0.926206,-0.921642,-0.937365,-0.901168,-0.923262,-0.924231,-0.923059,-0.926029,-0.918532,-0.915509,-0.919041,-0.929298,-0.929248,-0.905513,-0.908364,-0.919048,-0.940045,-0.936950,-0.936932,-0.930999,-0.924637,-0.920097,-0.918236,-0.919899
-0.908969,-0.912178,-0.919593,-0.923425,-0.917224,-0.774144,-0.678255,-0.835323,-0.935117,-0.931425,-0.941135,-0.911918,-0.932117,-0.929438,-0.932155,-0.933314,-0.929672,-0.921900,-0.932456,-0.933351,-0.934649,-0.912615,-0.910909,-0.921803,-0.943677,-0.947513,-0.943174,-0.938183,-0.935385,-0.926010,-0.922842,-0.927663
-0.908268,-0.913278,-0.919051,-0.924208,-0.920762,-0.784188,-0.693417,-0.843081,-0.935246,-0.929809,-0.941910,-0.911011,-0.929553,-0.928414,-0.934033,-0.936491,-0.929877,-0.921307,-0.931885,-0.932983,-0.934405,-0.910774,-0.908603,-0.924630,-0.945596,-0.947806,-0.943435,-0.937610,-0.933884,-0.925414,-0.923157,-0.926978
-0.908530,-0.912992,-0.920600,-0.924582,-0.920583,-0.783872,-0.691517,-0.842791,-0.934432,-0.931547,-0.943058,-0.910428,-0.930737,-0.931571,-0.931658,-0.936608,-0.929721,-0.921830,-0.931587,-0.933354,-0.934054,-0.911199,-0.910295,-0.924488,-0.946378,-0.948849,-0.942286,-0.937721,-0.933487,-0.925860,-0.925432,-0.927891
-0.908795,-0.914875,-0.918475,-0.923458,-0.920912,-0.782738,-0.695004,-0.839389,-0.930916,-0.930206,-0.942608,-0.903017,-0.929379,-0.927614,-0.933645,-0.931834,-0.926368,-0.912303,-0.930254,-0.925409,-0.930140,-0.911620,-0.911785,-0.920261,-0.944339,-0.948255,-0.939862,-0.938791,-0.927747,-0.918557,-0.921117,-0.924821
-0.901178,-0.906346,-0.914704,-0.917556,-0.913118,-0.784993,-0.705600,-0.840492,-0.919595,-0.911489,-0.934673,-0.884524,-0.923013,-0.919794,-0.914852,-0.920929,-0.914246,-0.907471,-0.920948,-0.926043,-0.923137,-0.905695,-0.910613,-0.919872,-0.939667,-0.943513,-0.938246,-0.929196,-0.928029,-0.917172,-0.906142,-0.907009
-0.906914,-0.912970,-0.919396,-0.917352,-0.919394,-0.791373,-0.711326,-0.846989,-0.930278,-0.922568,-0.944514,-0.908401,-0.930483,-0.929806,-0.926437,-0.930732,-0.924634,-0.917575,-0.928605,-0.929841,-0.932472,-0.916458,-0.912489,-0.925032,-0.939767,-0.946778,-0.942553,-0.934783,-0.932483,-0.925443,-0.925864,-0.918382
-0.889032,-0.894041,-0.901559,-0.906144,-0.900403,-0.796722,-0.712744,-0.838704,-0.911586,-0.899147,-0.926092,-0.889097,-0.905555,-0.909081,-0.892055,-0.897393,-0.903240,-0.898442,-0.912983,-0.912787,-0.916402,-0.900699,-0.903393,-0.911655,-0.928198,-0.919793,-0.920240,-0.915062,-0.908938,-0.910639,-0.889496,-0.897840
-0.897019,-0.905074,-0.913988,-0.914918,-0.916655,-0.786302,-0.702744,-0.855825,-0.910449,-0.918433,-0.936791,-0.893640,-0.913484,-0.917031,-0.895274,-0.923222,-0.911680,-0.916302,-0.920629,-0.928868,-0.932698,-0.905362,-0.902570,-0.926378,-0.933540,-0.936042,-0.934502,-0.928591,-0.923275,-0.918456,-0.913298,-0.918885
-0.913429,-0.918209,-0.922966,-0.930590,-0.927104,-0.803625,-0.722646,-0.865810,-0.931225,-0.932875,-0.951751,-0.913400,-0.934524,-0.935718,-0.919997,-0.937206,-0.933815,-0.926764,-0.928773,-0.937398,-0.944211,-0.918859,-0.918826,-0.932639,-0.949701,-0.953247,-0.948254,-0.945970,-0.936822,-0.929097,-0.933858,-0.929528
-0.909243,-0.912282,-0.919356,-0.924132,-0.921712,-0.786520,-0.699755,-0.858607,-0.935667,-0.931809,-0.947142,-0.899994,-0.935801,-0.934869,-0.922723,-0.936522,-0.930531,-0.923081,-0.929083,-0.936560,-0.942031,-0.912038,-0.912888,-0.926891,-0.945422,-0.945517,-0.946048,-0.943489,-0.936947,-0.930233,-0.924837,-0.930823
-0.910934,-0.915123,-0.921632,-0.927468,-0.922363,-0.787274,-0.697746,-0.860075,-0.932574,-0.932430,-0.950574,-0.902391,-0.936836,-0.933538,-0.918460,-0.940170,-0.932486,-0.923929,-0.933258,-0.935714,-0.941440,-0.909378,-0.910567,-0.927627,-0.947784,-0.949675,-0.948991,-0.944805,-0.937078,-0.931430,-0.931642,-0.927750
-0.911228,-0.917260,-0.924509,-0.927149,-0.924188,-0.784206,-0.691384,-0.863119,-0.930119,-0.929605,-0.951508,-0.906121,-0.936591,-0.935423,-0.923477,-0.941131,-0.933367,-0.921671,-0.935708,-0.933245,-0.939761,-0.909176,-0.909354,-0.928379,-0.947532,-0.952813,-0.947030,-0.943742,-0.938306,-0.930656,-0.933337,-0.928504
-0.911229,-0.916912,-0.926514,-0.929588,-0.925309,-0.796576,-0.711456,-0.865038,-0.937705,-0.932568,-0.950110,-0.910216,-0.939037,-0.935454,-0.923206,-0.941841,-0.933494,-0.925340,-0.934919,-0.936343,-0.943678,-0.913237,-0.914772,-0.931009,-0.949113,-0.951307,-0.948762,-0.943032,-0.940570,-0.930672,-0.931359,-0.931693
-0.909200,-0.912410,-0.922498,-0.926627,-0.922567,-0.796906,-0.713312,-0.863338,-0.931805,-0.929469,-0.948515,-0.906628,-0.932360,-0.932714,-0.921203,-0.936164,-0.932057,-0.923152,-0.929660,-0.932748,-0.940793,-0.909820,-0.913088,-0.928353,-0.944666,-0.952411,-0.945212,-0.944032,-0.936583,-0.926504,-0.929128,-0.929480
-0.914761,-0.921593,-0.930286,-0.933529,-0.929212,-0.811298,-0.736196,-0.870649,-0.932489,-0.933496,-0.951364,-0.915634,-0.943477,-0.935921,-0.925645,-0.943208,-0.934631,-0.929423,-0.938837,-0.938241,-0.945017,-0.919309,-0.920300,-0.934449,-0.952280,-0.955991,-0.951720,-0.947767,-0.940881,-0.932596,-0.935390,-0.932378
-0.918856,-0.922175,-0.929212,-0.933589,-0.929568,-0.819228,-0.741361,-0.874077,-0.932990,-0.928210,-0.946195,-0.914335,-0.937858,-0.937973,-0.926227,-0.940973,-0.936247,-0.929390,-0.938542,-0.939207,-0.944344,-0.916567,-0.921947,-0.935885,-0.950789,-0.955962,-0.950922,-0.946725,-0.943168,-0.934618,-0.935224,-0.929097
-0.907827,-0.913474,-0.922824,-0.923339,-0.921352,-0.814080,-0.736747,-0.873079,-0.929301,-0.923566,-0.946373,-0.905005,-0.943705,-0.924955,-0.917023,-0.930318,-0.921128,-0.920723,-0.922444,-0.930725,-0.936511,-0.913459,-0.912890,-0.933378,-0.937258,-0.945273,-0.942644,-0.943088,-0.936571,-0.922571,-0.923218,-0.917013
-0.869419,-0.884575,-0.887615,-0.887240,-0.894763,-0.808144,-0.729731,-0.858603,-0.887892,-0.881203,-0.912811,-0.876026,-0.901831,-0.882384,-0.862654,-0.892620,-0.883419,-0.883050,-0.897270,-0.908661,-0.911967,-0.883235,-0.885354,-0.901970,-0.907167,-0.910470,-0.908654,-0.911573,-0.898644,-0.891746,-0.879947,-0.867357
-0.904263,-0.917336,-0.919182,-0.924711,-0.926462,-0.820129,-0.738312,-0.867123,-0.937104,-0.932091,-0.940374,-0.910812,-0.934801,-0.931388,-0.912126,-0.930225,-0.927248,-0.926529,-0.931292,-0.937974,-0.943295,-0.918611,-0.919065,-0.930865,-0.941335,-0.940599,-0.938194,-0.941081,-0.929649,-0.929197,-0.917954,-0.921628
-0.915912,-0.924592,-0.930695,-0.924306,-0.922379,-0.816193,-0.734747,-0.858946,-0.930974,-0.932344,-0.952945,-0.911437,-0.940166,-0.932504,-0.919208,-0.937167,-0.935508,-0.931882,-0.937245,-0.939295,-0.945965,-0.920614,-0.920048,-0.929815,-0.945354,-0.949149,-0.948625,-0.947547,-0.942806,-0.937617,-0.931301,-0.928340
-0.918520,-0.919439,-0.922691,-0.924800,-0.913652,-0.790521,-0.683536,-0.831045,-0.926364,-0.929347,-0.950762,-0.901461,-0.933338,-0.930892,-0.917061,-0.938115,-0.931509,-0.924868,-0.939880,-0.935075,-0.933282,-0.908601,-0.902825,-0.921981,-0.934776,-0.932230,-0.940596,-0.935659,-0.935391,-0.933950,-0.930856,-0.922019
-0.933235,-0.935659,-0.940485,-0.941508,-0.932839,-0.788793,-0.688788,-0.850744,-0.944618,-0.945764,-0.958805,-0.911807,-0.943177,-0.943969,-0.929577,-0.949886,-0.947174,-0.940705,-0.949118,-0.949450,-0.950458,-0.919108,-0.924426,-0.937348,-0.955735,-0.955955,-0.954590,-0.956670,-0.948423,-0.945173,-0.942123,-0.935592
-0.931094,-0.932058,-0.940266,-0.939093,-0.933061,-0.811338,-0.726167,-0.869390,-0.939924,-0.941003,-0.960256,-0.913553,-0.940719,-0.942191,-0.924125,-0.947794,-0.944514,-0.938875,-0.946345,-0.945715,-0.948837,-0.921485,-0.921865,-0.936628,-0.951671,-0.954920,-0.953417,-0.954833,-0.946838,-0.942373,-0.941140,-0.933110
-0.928957,-0.932018,-0.936460,-0.934981,-0.929111,-0.804079,-0.722501,-0.867187,-0.934805,-0.939892,-0.954668,-0.903763,-0.938569,-0.941958,-0.921794,-0.947877,-0.943378,-0.933947,-0.944173,-0.944556,-0.945737,-0.917765,-0.917493,-0.935872,-0.951501,-0.953577,-0.951321,-0.950834,-0.944035,-0.940987,-0.940326,-0.933627
-0.921712,-0.924670,-0.931807,-0.930080,-0.920608,-0.795239,-0.720663,-0.867560,-0.940663,-0.930678,-0.956092,-0.893383,-0.935479,-0.934686,-0.919384,-0.943851,-0.936382,-0.925954,-0.945178,-0.929621,-0.938121,-0.898585,-0.912539,-0.927726,-0.944164,-0.950451,-0.947298,-0.944417,-0.936779,-0.930415,-0.933784,-0.924622
-0.841009,-0.856243,-0.858029,-0.864684,-0.852992,-0.656903,-0.534083,-0.760182,-0.908544,-0.899766,-0.924319,-0.862754,-0.884313,-0.904130,-0.901857,-0.919720,-0.894202,-0.877042,-0.896793,-0.874800,-0.882861,-0.841178,-0.842382,-0.868298,-0.901509,-0.906246,-0.904833,-0.903498,-0.882925,-0.889582,-0.889210,-0.886073
-0.927609,-0.929908,-0.936265,-0.937183,-0.931580,-0.828118,-0.751237,-0.875747,-0.936487,-0.928146,-0.944818,-0.905072,-0.933636,-0.937549,-0.908002,-0.939832,-0.934396,-0.932373,-0.939466,-0.944292,-0.944931,-0.921289,-0.925248,-0.932394,-0.951834,-0.948539,-0.947376,-0.949266,-0.940787,-0.937798,-0.931705,-0.926643
-0.927971,-0.928884,-0.935564,-0.939457,-0.931586,-0.829015,-0.747752,-0.877979,-0.943503,-0.943619,-0.951685,-0.904127,-0.935759,-0.934976,-0.917776,-0.936750,-0.936239,-0.930949,-0.934419,-0.944500,-0.943984,-0.918657,-0.923387,-0.936124,-0.944071,-0.942025,-0.941434,-0.947002,-0.938268,-0.934614,-0.930967,-0.924793
-0.930395,-0.927255,-0.935712,-0.939553,-0.934028,-0.839388,-0.760758,-0.881828,-0.938632,-0.943641,-0.953192,-0.916802,-0.938610,-0.940187,-0.927309,-0.942961,-0.935677,-0.939608,-0.948418,-0.951906,-0.948064,-0.928078,-0.925379,-0.941884,-0.945441,-0.948854,-0.947712,-0.952944,-0.947322,-0.942912,-0.936329,-0.927986
-0.910734,-0.904349,-0.910639,-0.920628,-0.916143,-0.826931,-0.754203,-0.865359,-0.925802,-0.926898,-0.918710,-0.903795,-0.920654,-0.920863,-0.893786,-0.913468,-0.916663,-0.919553,-0.928701,-0.936457,-0.924329,-0.913911,-0.911208,-0.925981,-0.927392,-0.922682,-0.930569,-0.926675,-0.922623,-0.925895,-0.910834,-0.899532
-0.891279,-0.893221,-0.897403,-0.905924,-0.905462,-0.823109,-0.761998,-0.866653,-0.920265,-0.911506,-0.925335,-0.891778,-0.905856,-0.900580,-0.889282,-0.892647,-0.897499,-0.896169,-0.907317,-0.926746,-0.921846,-0.902306,-0.903010,-0.914434,-0.924692,-0.911704,-0.913738,-0.921755,-0.912417,-0.907582,-0.888355,-0.883695
-0.908884,-0.906765,-0.916845,-0.915283,-0.913852,-0.830801,-0.757724,-0.877820,-0.917425,-0.922458,-0.936180,-0.906499,-0.919791,-0.910140,-0.889441,-0.913019,-0.913168,-0.912193,-0.925214,-0.931558,-0.932400,-0.914178,-0.913754,-0.916475,-0.930520,-0.932724,-0.923884,-0.925574,-0.918472,-0.907121,-0.904193,-0.888445
-0.923149,-0.925197,-0.928976,-0.932338,-0.923620,-0.798036,-0.711144,-0.871667,-0.939602,-0.940711,-0.952523,-0.906226,-0.937447,-0.938193,-0.929452,-0.948129,-0.941116,-0.921498,-0.943183,-0.937249,-0.941543,-0.907176,-0.912289,-0.931405,-0.950482,-0.948780,-0.946904,-0.946085,-0.944547,-0.935357,-0.935327,-0.927831
-0.923337,-0.922889,-0.930059,-0.929706,-0.923245,-0.806307,-0.722706,-0.874082,-0.940638,-0.939325,-0.950371,-0.908493,-0.936314,-0.936399,-0.931398,-0.947012,-0.939557,-0.924253,-0.941870,-0.937821,-0.942672,-0.908869,-0.912709,-0.928995,-0.947669,-0.946039,-0.944729,-0.945589,-0.943926,-0.933493,-0.934272,-0.926529
-0.922541,-0.923042,-0.930782,-0.929943,-0.923659,-0.811775,-0.733805,-0.876213,-0.936691,-0.941811,-0.951358,-0.911860,-0.935746,-0.936614,-0.925706,-0.946088,-0.937008,-0.926614,-0.942414,-0.939716,-0.941551,-0.910412,-0.913420,-0.930361,-0.947378,-0.947738,-0.944380,-0.947440,-0.943704,-0.935254,-0.932990,-0.924024
