seed,dataset,generation,new_selected,population
1,0,1,73.0,128.0
1,0,2,57.0,128.0
1,0,3,39.0,128.0
1,0,4,34.0,128.0
1,0,5,34.0,128.0
1,0,6,30.0,128.0
1,0,7,28.0,128.0
1,0,8,20.0,128.0
1,0,9,17.0,128.0
1,0,10,25.0,128.0
1,0,11,21.0,128.0
1,0,12,14.0,128.0
1,0,13,19.0,128.0
1,0,14,14.0,128.0
1,0,15,11.0,128.0
1,0,16,14.0,128.0
1,0,17,10.0,128.0
1,0,18,9.0,128.0
1,0,19,8.0,128.0
1,0,20,10.0,128.0
1,0,21,8.0,128.0
1,0,22,8.0,128.0
1,0,23,9.0,128.0
1,0,24,11.0,128.0
1,0,25,10.0,128.0
1,0,26,7.0,128.0
1,0,27,8.0,128.0
1,0,28,9.0,128.0
1,0,29,11.0,128.0
1,0,30,7.0,128.0
1,0,31,8.0,128.0
1,0,32,5.0,128.0
1,0,33,6.0,128.0
1,0,34,9.0,128.0
1,0,35,5.0,128.0
1,0,36,7.0,128.0
1,0,37,3.0,128.0
1,0,38,5.0,128.0
1,0,39,7.0,128.0
1,0,40,3.0,128.0
1,0,41,9.0,128.0
1,0,42,6.0,128.0
1,0,43,4.0,128.0
1,0,44,5.0,128.0
1,0,45,4.0,128.0
1,0,46,4.0,128.0
1,0,47,5.0,128.0
1,0,48,4.0,128.0
1,0,49,9.0,128.0
1,0,50,3.0,128.0
1,0,51,4.0,128.0
1,0,52,8.0,128.0
1,0,53,5.0,128.0
1,0,54,8.0,128.0
1,0,55,4.0,128.0
1,0,56,4.0,128.0
1,0,57,3.0,128.0
1,0,58,1.0,128.0
1,0,59,1.0,128.0
1,0,60,4.0,128.0
1,0,61,7.0,128.0
1,0,62,3.0,128.0
1,0,63,0.0,128.0
1,0,64,4.0,128.0
1,0,65,5.0,128.0
1,0,66,9.0,128.0
1,0,67,5.0,128.0
1,0,68,3.0,128.0
1,0,69,2.0,128.0
1,0,70,6.0,128.0
1,0,71,5.0,128.0
1,0,72,5.0,128.0
1,0,73,7.0,128.0
1,0,74,5.0,128.0
1,0,75,2.0,128.0
1,0,76,5.0,128.0
1,0,77,6.0,128.0
1,0,78,6.0,128.0
1,0,79,6.0,128.0
1,0,80,5.0,128.0
1,0,81,10.0,128.0
1,0,82,9.0,128.0
1,0,83,5.0,128.0
1,0,84,3.0,128.0
1,0,85,7.0,128.0
1,0,86,11.0,128.0
1,0,87,5.0,128.0
1,0,88,12.0,128.0
1,0,89,5.0,128.0
1,0,90,12.0,128.0
1,0,91,6.0,128.0
1,0,92,15.0,128.0
