num_levels,num_features,vector_dimension,binning_mode,bipolar_mode,precomputed_item_memory,use_genetic_item_memory,ga_selection_mode,ga_mutation_rate,n_gram_size,window,downsample,validation_ratio,overall_accuracy,class_average_accuracy,class_vector_similarity,correct,not_correct,transition_error,total,info
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.86374134,0.86399358,0.26484375,374,59,0,433,"model=mine,scope=dataset,dataset=0,phase=preopt-validation"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.97931034,0.97931034,0.26484375,284,6,0,290,"model=mine,scope=dataset,dataset=0,phase=preopt-test"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.92147806,0.92175889,0.23789062,399,34,0,433,"model=mine,scope=dataset,dataset=0,phase=postopt-validation"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.98620690,0.98620690,0.23789062,286,4,0,290,"model=mine,scope=dataset,dataset=0,phase=postopt-test"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.86374134,0.00000000,0.00000000,0,0,0,0,"model=mine,scope=overall,phase=preopt-validation"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.97931034,0.00000000,0.00000000,0,0,0,0,"model=mine,scope=overall,phase=preopt-test"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.92147806,0.00000000,0.00000000,0,0,0,0,"model=mine,scope=overall,phase=postopt-validation"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.98620690,0.00000000,0.00000000,0,0,0,0,"model=mine,scope=overall,phase=postopt-test"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.86374134,0.86399358,0.26484375,374,59,0,433,"model=mine,scope=dataset,dataset=0,phase=preopt-validation"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.97931034,0.97931034,0.26484375,284,6,0,290,"model=mine,scope=dataset,dataset=0,phase=preopt-test"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.92840647,0.92860198,0.28281250,402,31,0,433,"model=mine,scope=dataset,dataset=0,phase=postopt-validation"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.98620690,0.98620690,0.28281250,286,4,0,290,"model=mine,scope=dataset,dataset=0,phase=postopt-test"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.86374134,0.00000000,0.00000000,0,0,0,0,"model=mine,scope=overall,phase=preopt-validation"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.97931034,0.00000000,0.00000000,0,0,0,0,"model=mine,scope=overall,phase=preopt-test"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.92840647,0.00000000,0.00000000,0,0,0,0,"model=mine,scope=overall,phase=postopt-validation"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.98620690,0.00000000,0.00000000,0,0,0,0,"model=mine,scope=overall,phase=postopt-test"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.86374134,0.86399358,0.26484375,374,59,0,433,"model=mine,scope=dataset,dataset=0,phase=preopt-validation"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.97931034,0.97931034,0.26484375,284,6,0,290,"model=mine,scope=dataset,dataset=0,phase=preopt-test"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.93764434,0.93782411,0.24570312,406,27,0,433,"model=mine,scope=dataset,dataset=0,phase=postopt-validation"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.98620690,0.98620690,0.24570312,286,4,0,290,"model=mine,scope=dataset,dataset=0,phase=postopt-test"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.86374134,0.00000000,0.00000000,0,0,0,0,"model=mine,scope=overall,phase=preopt-validation"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.97931034,0.00000000,0.00000000,0,0,0,0,"model=mine,scope=overall,phase=preopt-test"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.93764434,0.00000000,0.00000000,0,0,0,0,"model=mine,scope=overall,phase=postopt-validation"
100,32,1024,0,0,1,1,0,0.400000,3,100,1,0.300000,0.98620690,0.00000000,0.00000000,0,0,0,0,"model=mine,scope=overall,phase=postopt-test"
