run_index,total_runs,timestamp,item_mem_seed,num_levels,vector_dimension,use_genetic_item_memory,binning_mode,output_mode,log_file,duration_sec
1,5220,2026-04-22T09:57:26.089845,5,5,201,0,0,2,run_levels_005_dim_00201.txt,1.002
2,5220,2026-04-22T09:57:27.103904,5,5,251,0,0,2,run_levels_005_dim_00251.txt,1.010
3,5220,2026-04-22T09:57:28.143947,5,5,301,0,0,2,run_levels_005_dim_00301.txt,1.034
4,5220,2026-04-22T09:57:29.196666,5,5,351,0,0,2,run_levels_005_dim_00351.txt,1.050
5,5220,2026-04-22T09:57:30.310302,5,5,401,0,0,2,run_levels_005_dim_00401.txt,1.110
6,5220,2026-04-22T09:57:31.527828,5,5,451,0,0,2,run_levels_005_dim_00451.txt,1.215
7,5220,2026-04-22T09:57:32.720520,5,5,501,0,0,2,run_levels_005_dim_00501.txt,1.190
8,5220,2026-04-22T09:57:33.889348,5,5,551,0,0,2,run_levels_005_dim_00551.txt,1.166
9,5220,2026-04-22T09:57:35.093274,5,5,601,0,0,2,run_levels_005_dim_00601.txt,1.200
10,5220,2026-04-22T09:57:36.256340,5,5,651,0,0,2,run_levels_005_dim_00651.txt,1.160
11,5220,2026-04-22T09:57:37.450868,5,5,701,0,0,2,run_levels_005_dim_00701.txt,1.191
12,5220,2026-04-22T09:57:38.648894,5,5,751,0,0,2,run_levels_005_dim_00751.txt,1.195
13,5220,2026-04-22T09:57:39.886497,5,5,801,0,0,2,run_levels_005_dim_00801.txt,1.235
14,5220,2026-04-22T09:57:41.106283,5,5,851,0,0,2,run_levels_005_dim_00851.txt,1.215
15,5220,2026-04-22T09:57:42.336081,5,5,901,0,0,2,run_levels_005_dim_00901.txt,1.226
16,5220,2026-04-22T09:57:43.611388,5,5,951,0,0,2,run_levels_005_dim_00951.txt,1.272
17,5220,2026-04-22T09:57:44.917659,5,5,1000,0,0,2,run_levels_005_dim_01000.txt,1.303
18,5220,2026-04-22T09:57:46.442539,5,5,1500,0,0,2,run_levels_005_dim_01500.txt,1.522
19,5220,2026-04-22T09:57:48.252051,5,5,2000,0,0,2,run_levels_005_dim_02000.txt,1.807
20,5220,2026-04-22T09:57:50.170918,5,5,2500,0,0,2,run_levels_005_dim_02500.txt,1.916
21,5220,2026-04-22T09:57:52.239923,5,5,3000,0,0,2,run_levels_005_dim_03000.txt,2.066
22,5220,2026-04-22T09:57:54.396824,5,5,3500,0,0,2,run_levels_005_dim_03500.txt,2.154
23,5220,2026-04-22T09:57:56.645975,5,5,4000,0,0,2,run_levels_005_dim_04000.txt,2.245
24,5220,2026-04-22T09:57:59.446504,5,5,4500,0,0,2,run_levels_005_dim_04500.txt,2.797
25,5220,2026-04-22T09:58:02.232778,5,5,5000,0,0,2,run_levels_005_dim_05000.txt,2.783
26,5220,2026-04-22T09:58:05.987150,5,5,5500,0,0,2,run_levels_005_dim_05500.txt,3.751
27,5220,2026-04-22T09:58:09.752527,5,5,6000,0,0,2,run_levels_005_dim_06000.txt,3.762
28,5220,2026-04-22T09:58:13.445901,5,5,6500,0,0,2,run_levels_005_dim_06500.txt,3.690
29,5220,2026-04-22T09:58:16.815906,5,5,7000,0,0,2,run_levels_005_dim_07000.txt,3.367
30,5220,2026-04-22T09:58:20.887240,5,5,7500,0,0,2,run_levels_005_dim_07500.txt,4.069
31,5220,2026-04-22T09:58:24.260380,5,5,8000,0,0,2,run_levels_005_dim_08000.txt,3.371
32,5220,2026-04-22T09:58:28.814045,5,5,8500,0,0,2,run_levels_005_dim_08500.txt,4.550
33,5220,2026-04-22T09:58:34.060880,5,5,9000,0,0,2,run_levels_005_dim_09000.txt,5.244
34,5220,2026-04-22T09:58:38.766384,5,5,9500,0,0,2,run_levels_005_dim_09500.txt,4.703
35,5220,2026-04-22T09:58:43.054647,5,5,10000,0,0,2,run_levels_005_dim_10000.txt,4.284
36,5220,2026-04-22T09:58:49.142045,5,5,11000,0,0,2,run_levels_005_dim_11000.txt,6.084
37,5220,2026-04-22T09:58:55.734063,5,5,12000,0,0,2,run_levels_005_dim_12000.txt,6.589
38,5220,2026-04-22T09:59:01.142670,5,5,13000,0,0,2,run_levels_005_dim_13000.txt,5.406
39,5220,2026-04-22T09:59:08.614302,5,5,14000,0,0,2,run_levels_005_dim_14000.txt,7.468
40,5220,2026-04-22T09:59:14.825587,5,5,15000,0,0,2,run_levels_005_dim_15000.txt,6.208
41,5220,2026-04-22T09:59:20.579831,5,5,16000,0,0,2,run_levels_005_dim_16000.txt,5.751
42,5220,2026-04-22T09:59:29.458027,5,5,17000,0,0,2,run_levels_005_dim_17000.txt,8.875
43,5220,2026-04-22T09:59:36.692721,5,5,18000,0,0,2,run_levels_005_dim_18000.txt,7.231
44,5220,2026-04-22T09:59:46.726014,5,5,19000,0,0,2,run_levels_005_dim_19000.txt,10.029
45,5220,2026-04-22T09:59:56.653095,5,5,20000,0,0,2,run_levels_005_dim_20000.txt,9.924
46,5220,2026-04-22T09:59:57.699327,5,6,201,0,0,2,run_levels_006_dim_00201.txt,1.043
