seed,dataset,generation,new_selected,population
1,0,1,73.0,128.0
1,0,2,57.0,128.0
1,0,3,39.0,128.0
1,0,4,31.0,128.0
1,0,5,28.0,128.0
1,0,6,26.0,128.0
1,0,7,29.0,128.0
1,0,8,21.0,128.0
1,0,9,15.0,128.0
1,0,10,15.0,128.0
1,0,11,9.0,128.0
1,0,12,16.0,128.0
1,0,13,17.0,128.0
1,0,14,16.0,128.0
1,0,15,10.0,128.0
1,0,16,8.0,128.0
1,0,17,10.0,128.0
1,0,18,9.0,128.0
1,0,19,12.0,128.0
1,0,20,13.0,128.0
1,0,21,9.0,128.0
1,0,22,12.0,128.0
1,0,23,7.0,128.0
1,0,24,8.0,128.0
1,0,25,5.0,128.0
1,0,26,9.0,128.0
1,0,27,5.0,128.0
1,0,28,10.0,128.0
1,0,29,10.0,128.0
1,0,30,10.0,128.0
1,0,31,4.0,128.0
1,0,32,9.0,128.0
1,0,33,12.0,128.0
1,0,34,8.0,128.0
1,0,35,7.0,128.0
1,0,36,10.0,128.0
1,0,37,8.0,128.0
1,0,38,7.0,128.0
1,0,39,14.0,128.0
1,0,40,7.0,128.0
1,0,41,11.0,128.0
1,0,42,11.0,128.0
1,0,43,9.0,128.0
1,0,44,12.0,128.0
1,0,45,7.0,128.0
1,0,46,8.0,128.0
1,0,47,11.0,128.0
1,0,48,9.0,128.0
1,0,49,6.0,128.0
1,0,50,6.0,128.0
1,0,51,4.0,128.0
1,0,52,7.0,128.0
1,0,53,9.0,128.0
1,0,54,6.0,128.0
1,0,55,6.0,128.0
1,0,56,9.0,128.0
1,0,57,11.0,128.0
1,0,58,4.0,128.0
1,0,59,5.0,128.0
1,0,60,5.0,128.0
1,0,61,6.0,128.0
1,0,62,6.0,128.0
1,0,63,6.0,128.0
1,0,64,7.0,128.0
1,0,65,4.0,128.0
1,0,66,7.0,128.0
1,0,67,6.0,128.0
1,0,68,5.0,128.0
1,0,69,4.0,128.0
1,0,70,9.0,128.0
1,0,71,5.0,128.0
1,0,72,5.0,128.0
1,0,73,6.0,128.0
1,0,74,7.0,128.0
1,0,75,6.0,128.0
1,0,76,10.0,128.0
1,0,77,6.0,128.0
1,0,78,11.0,128.0
1,0,79,7.0,128.0
1,0,80,8.0,128.0
1,0,81,11.0,128.0
1,0,82,5.0,128.0
1,0,83,11.0,128.0
1,0,84,7.0,128.0
1,0,85,10.0,128.0
1,0,86,7.0,128.0
1,0,87,9.0,128.0
1,0,88,6.0,128.0
1,0,89,10.0,128.0
1,0,90,10.0,128.0
1,0,91,10.0,128.0
1,0,92,9.0,128.0
