run_index,total_runs,timestamp,item_mem_seed,num_levels,vector_dimension,use_genetic_item_memory,binning_mode,output_mode,log_file,duration_sec
1,5220,2026-04-22T14:25:44.234583,6,5,201,0,0,2,run_levels_005_dim_00201.txt,1.047
2,5220,2026-04-22T14:25:45.267320,6,5,251,0,0,2,run_levels_005_dim_00251.txt,1.029
3,5220,2026-04-22T14:25:46.370378,6,5,301,0,0,2,run_levels_005_dim_00301.txt,1.099
4,5220,2026-04-22T14:25:47.563343,6,5,351,0,0,2,run_levels_005_dim_00351.txt,1.190
5,5220,2026-04-22T14:25:48.780331,6,5,401,0,0,2,run_levels_005_dim_00401.txt,1.214
6,5220,2026-04-22T14:25:49.940353,6,5,451,0,0,2,run_levels_005_dim_00451.txt,1.157
7,5220,2026-04-22T14:25:51.092869,6,5,501,0,0,2,run_levels_005_dim_00501.txt,1.149
8,5220,2026-04-22T14:25:52.189213,6,5,551,0,0,2,run_levels_005_dim_00551.txt,1.093
9,5220,2026-04-22T14:25:53.302875,6,5,601,0,0,2,run_levels_005_dim_00601.txt,1.111
10,5220,2026-04-22T14:25:54.438443,6,5,651,0,0,2,run_levels_005_dim_00651.txt,1.132
11,5220,2026-04-22T14:25:55.628613,6,5,701,0,0,2,run_levels_005_dim_00701.txt,1.186
12,5220,2026-04-22T14:25:56.833042,6,5,751,0,0,2,run_levels_005_dim_00751.txt,1.201
13,5220,2026-04-22T14:25:58.069338,6,5,801,0,0,2,run_levels_005_dim_00801.txt,1.233
14,5220,2026-04-22T14:25:59.312549,6,5,851,0,0,2,run_levels_005_dim_00851.txt,1.240
15,5220,2026-04-22T14:26:00.585123,6,5,901,0,0,2,run_levels_005_dim_00901.txt,1.270
16,5220,2026-04-22T14:26:01.924372,6,5,951,0,0,2,run_levels_005_dim_00951.txt,1.336
17,5220,2026-04-22T14:26:03.360302,6,5,1000,0,0,2,run_levels_005_dim_01000.txt,1.433
18,5220,2026-04-22T14:26:04.989547,6,5,1500,0,0,2,run_levels_005_dim_01500.txt,1.626
19,5220,2026-04-22T14:26:06.716869,6,5,2000,0,0,2,run_levels_005_dim_02000.txt,1.724
20,5220,2026-04-22T14:26:08.490753,6,5,2500,0,0,2,run_levels_005_dim_02500.txt,1.771
21,5220,2026-04-22T14:26:10.491223,6,5,3000,0,0,2,run_levels_005_dim_03000.txt,1.998
22,5220,2026-04-22T14:26:12.651659,6,5,3500,0,0,2,run_levels_005_dim_03500.txt,2.157
23,5220,2026-04-22T14:26:14.932906,6,5,4000,0,0,2,run_levels_005_dim_04000.txt,2.278
