run_index,total_runs,timestamp,item_mem_seed,num_levels,vector_dimension,use_genetic_item_memory,binning_mode,output_mode,log_file,duration_sec
1,5220,2026-04-22T01:00:38.059996,3,5,201,0,0,2,run_levels_005_dim_00201.txt,1.011
2,5220,2026-04-22T01:00:39.072318,3,5,251,0,0,2,run_levels_005_dim_00251.txt,1.009
3,5220,2026-04-22T01:00:40.139716,3,5,301,0,0,2,run_levels_005_dim_00301.txt,1.064
4,5220,2026-04-22T01:00:41.239918,3,5,351,0,0,2,run_levels_005_dim_00351.txt,1.097
5,5220,2026-04-22T01:00:42.318356,3,5,401,0,0,2,run_levels_005_dim_00401.txt,1.075
6,5220,2026-04-22T01:00:43.535442,3,5,451,0,0,2,run_levels_005_dim_00451.txt,1.214
7,5220,2026-04-22T01:00:44.769476,3,5,501,0,0,2,run_levels_005_dim_00501.txt,1.231
8,5220,2026-04-22T01:00:45.943309,3,5,551,0,0,2,run_levels_005_dim_00551.txt,1.171
9,5220,2026-04-22T01:00:47.153293,3,5,601,0,0,2,run_levels_005_dim_00601.txt,1.207
10,5220,2026-04-22T01:00:48.374303,3,5,651,0,0,2,run_levels_005_dim_00651.txt,1.218
11,5220,2026-04-22T01:00:49.516529,3,5,701,0,0,2,run_levels_005_dim_00701.txt,1.138
12,5220,2026-04-22T01:00:50.668586,3,5,751,0,0,2,run_levels_005_dim_00751.txt,1.149
13,5220,2026-04-22T01:00:51.913616,3,5,801,0,0,2,run_levels_005_dim_00801.txt,1.242
14,5220,2026-04-22T01:00:53.170722,3,5,851,0,0,2,run_levels_005_dim_00851.txt,1.254
15,5220,2026-04-22T01:00:54.468975,3,5,901,0,0,2,run_levels_005_dim_00901.txt,1.295
16,5220,2026-04-22T01:00:55.781478,3,5,951,0,0,2,run_levels_005_dim_00951.txt,1.310
17,5220,2026-04-22T01:00:57.094662,3,5,1000,0,0,2,run_levels_005_dim_01000.txt,1.309
18,5220,2026-04-22T01:00:58.538741,3,5,1500,0,0,2,run_levels_005_dim_01500.txt,1.441
19,5220,2026-04-22T01:01:00.200450,3,5,2000,0,0,2,run_levels_005_dim_02000.txt,1.659
20,5220,2026-04-22T01:01:02.081115,3,5,2500,0,0,2,run_levels_005_dim_02500.txt,1.877
21,5220,2026-04-22T01:01:04.169780,3,5,3000,0,0,2,run_levels_005_dim_03000.txt,2.085
22,5220,2026-04-22T01:01:06.346602,3,5,3500,0,0,2,run_levels_005_dim_03500.txt,2.156
23,5220,2026-04-22T01:01:08.702125,3,5,4000,0,0,2,run_levels_005_dim_04000.txt,2.352
24,5220,2026-04-22T01:01:11.632403,3,5,4500,0,0,2,run_levels_005_dim_04500.txt,2.927
25,5220,2026-04-22T01:01:14.263162,3,5,5000,0,0,2,run_levels_005_dim_05000.txt,2.627
26,5220,2026-04-22T01:01:17.714830,3,5,5500,0,0,2,run_levels_005_dim_05500.txt,3.449
27,5220,2026-04-22T01:01:21.664873,3,5,6000,0,0,2,run_levels_005_dim_06000.txt,3.947
28,5220,2026-04-22T01:01:25.534428,3,5,6500,0,0,2,run_levels_005_dim_06500.txt,3.866
29,5220,2026-04-22T01:01:28.853606,3,5,7000,0,0,2,run_levels_005_dim_07000.txt,3.316
30,5220,2026-04-22T01:01:32.497141,3,5,7500,0,0,2,run_levels_005_dim_07500.txt,3.640
31,5220,2026-04-22T01:01:36.081131,3,5,8000,0,0,2,run_levels_005_dim_08000.txt,3.581
32,5220,2026-04-22T01:01:41.007107,3,5,8500,0,0,2,run_levels_005_dim_08500.txt,4.923
33,5220,2026-04-22T01:01:45.929352,3,5,9000,0,0,2,run_levels_005_dim_09000.txt,4.919
34,5220,2026-04-22T01:01:50.588817,3,5,9500,0,0,2,run_levels_005_dim_09500.txt,4.656
35,5220,2026-04-22T01:01:55.290974,3,5,10000,0,0,2,run_levels_005_dim_10000.txt,4.699
36,5220,2026-04-22T01:02:01.097249,3,5,11000,0,0,2,run_levels_005_dim_11000.txt,5.802
37,5220,2026-04-22T01:02:07.747880,3,5,12000,0,0,2,run_levels_005_dim_12000.txt,6.647
38,5220,2026-04-22T01:02:13.402890,3,5,13000,0,0,2,run_levels_005_dim_13000.txt,5.652
39,5220,2026-04-22T01:02:20.636635,3,5,14000,0,0,2,run_levels_005_dim_14000.txt,7.231
40,5220,2026-04-22T01:02:27.177543,3,5,15000,0,0,2,run_levels_005_dim_15000.txt,6.537
41,5220,2026-04-22T01:02:32.718161,3,5,16000,0,0,2,run_levels_005_dim_16000.txt,5.538
42,5220,2026-04-22T01:02:41.707075,3,5,17000,0,0,2,run_levels_005_dim_17000.txt,8.985
43,5220,2026-04-22T01:02:48.875892,3,5,18000,0,0,2,run_levels_005_dim_18000.txt,7.165
44,5220,2026-04-22T01:02:58.757469,3,5,19000,0,0,2,run_levels_005_dim_19000.txt,9.878
45,5220,2026-04-22T01:03:08.864839,3,5,20000,0,0,2,run_levels_005_dim_20000.txt,10.103
46,5220,2026-04-22T01:03:09.861389,3,6,201,0,0,2,run_levels_006_dim_00201.txt,0.993
47,5220,2026-04-22T01:03:10.856311,3,6,251,0,0,2,run_levels_006_dim_00251.txt,0.992
48,5220,2026-04-22T01:03:11.923464,3,6,301,0,0,2,run_levels_006_dim_00301.txt,1.064
49,5220,2026-04-22T01:03:13.114369,3,6,351,0,0,2,run_levels_006_dim_00351.txt,1.188
50,5220,2026-04-22T01:03:14.317788,3,6,401,0,0,2,run_levels_006_dim_00401.txt,1.200
51,5220,2026-04-22T01:03:15.538693,3,6,451,0,0,2,run_levels_006_dim_00451.txt,1.218
52,5220,2026-04-22T01:03:16.765568,3,6,501,0,0,2,run_levels_006_dim_00501.txt,1.224
53,5220,2026-04-22T01:03:17.854289,3,6,551,0,0,2,run_levels_006_dim_00551.txt,1.085
54,5220,2026-04-22T01:03:18.958569,3,6,601,0,0,2,run_levels_006_dim_00601.txt,1.101
55,5220,2026-04-22T01:03:20.092421,3,6,651,0,0,2,run_levels_006_dim_00651.txt,1.130
56,5220,2026-04-22T01:03:21.259874,3,6,701,0,0,2,run_levels_006_dim_00701.txt,1.164
57,5220,2026-04-22T01:03:22.458323,3,6,751,0,0,2,run_levels_006_dim_00751.txt,1.195
58,5220,2026-04-22T01:03:23.682319,3,6,801,0,0,2,run_levels_006_dim_00801.txt,1.221
59,5220,2026-04-22T01:03:24.914460,3,6,851,0,0,2,run_levels_006_dim_00851.txt,1.229
60,5220,2026-04-22T01:03:26.157603,3,6,901,0,0,2,run_levels_006_dim_00901.txt,1.239
61,5220,2026-04-22T01:03:27.427458,3,6,951,0,0,2,run_levels_006_dim_00951.txt,1.266
62,5220,2026-04-22T01:03:28.825120,3,6,1000,0,0,2,run_levels_006_dim_01000.txt,1.394
63,5220,2026-04-22T01:03:30.447653,3,6,1500,0,0,2,run_levels_006_dim_01500.txt,1.620
64,5220,2026-04-22T01:03:32.157038,3,6,2000,0,0,2,run_levels_006_dim_02000.txt,1.706
65,5220,2026-04-22T01:03:33.963017,3,6,2500,0,0,2,run_levels_006_dim_02500.txt,1.803
66,5220,2026-04-22T01:03:35.888075,3,6,3000,0,0,2,run_levels_006_dim_03000.txt,1.922
67,5220,2026-04-22T01:03:38.031426,3,6,3500,0,0,2,run_levels_006_dim_03500.txt,2.140
68,5220,2026-04-22T01:03:40.333250,3,6,4000,0,0,2,run_levels_006_dim_04000.txt,2.298
69,5220,2026-04-22T01:03:43.028746,3,6,4500,0,0,2,run_levels_006_dim_04500.txt,2.692
70,5220,2026-04-22T01:03:45.790822,3,6,5000,0,0,2,run_levels_006_dim_05000.txt,2.759
71,5220,2026-04-22T01:03:48.723348,3,6,5500,0,0,2,run_levels_006_dim_05500.txt,2.929
72,5220,2026-04-22T01:03:51.776940,3,6,6000,0,0,2,run_levels_006_dim_06000.txt,3.051
73,5220,2026-04-22T01:03:54.931795,3,6,6500,0,0,2,run_levels_006_dim_06500.txt,3.152
74,5220,2026-04-22T01:03:58.236457,3,6,7000,0,0,2,run_levels_006_dim_07000.txt,3.302
75,5220,2026-04-22T01:04:01.963481,3,6,7500,0,0,2,run_levels_006_dim_07500.txt,3.724
76,5220,2026-04-22T01:04:05.432296,3,6,8000,0,0,2,run_levels_006_dim_08000.txt,3.466
77,5220,2026-04-22T01:04:09.388098,3,6,8500,0,0,2,run_levels_006_dim_08500.txt,3.952
78,5220,2026-04-22T01:04:13.431648,3,6,9000,0,0,2,run_levels_006_dim_09000.txt,4.041
79,5220,2026-04-22T01:04:17.786956,3,6,9500,0,0,2,run_levels_006_dim_09500.txt,4.352
80,5220,2026-04-22T01:04:22.512834,3,6,10000,0,0,2,run_levels_006_dim_10000.txt,4.723
81,5220,2026-04-22T01:04:27.366896,3,6,11000,0,0,2,run_levels_006_dim_11000.txt,4.851
