seed,dataset,generation,avg_accuracy,max_accuracy,avg_similarity,max_similarity,new_selected,population
1,0,1,86.40107421875001,90.561,0.2734140625,0.318,295,512
1,0,2,87.60472656249999,90.794,0.2646875,0.307,199,512
1,0,3,87.89858007812501,90.794,0.26144140625,0.3,165,512
1,0,4,88.19465625000001,91.251,0.259626953125,0.3,153,512
1,0,5,88.24154296875,91.251,0.25696484375,0.3,118,512
1,0,6,88.37327343749999,91.251,0.25588671875,0.3,113,512
1,0,7,88.5398125,91.251,0.25529882812500004,0.3,106,512
1,0,8,88.55350585937501,91.251,0.254291015625,0.3,88,512
1,0,9,88.5860625,91.251,0.253150390625,0.3,81,512
1,0,10,88.635390625,91.251,0.252326171875,0.3,76,512
1,0,11,88.86716015625001,91.251,0.25214257812499996,0.3,93,512
1,0,12,88.908232421875,91.251,0.2510859375,0.287,67,512
1,0,13,88.956140625,91.251,0.25071484375,0.287,66,512
1,0,14,89.011326171875,91.251,0.250091796875,0.287,61,512
1,0,15,89.04376171875,91.251,0.24965820312499998,0.287,65,512
1,0,16,89.09951562500001,91.251,0.24937890625,0.287,57,512
1,0,17,89.1261171875,91.251,0.248978515625,0.287,68,512
1,0,18,89.15174999999999,91.251,0.24869140625,0.287,56,512
1,0,19,89.1725859375,91.251,0.24790429687499999,0.287,55,512
1,0,20,89.11087304687501,91.251,0.24734179687499996,0.287,45,512
1,0,21,89.16049218750001,91.251,0.247162109375,0.287,43,512
1,0,22,89.151693359375,91.251,0.246806640625,0.282,47,512
1,0,23,89.17389257812499,91.251,0.246421875,0.282,43,512
1,0,24,89.12484765625001,91.251,0.2458125,0.282,37,512
1,0,25,89.20481640625,91.251,0.2455234375,0.277,42,512
1,0,26,89.20249414062499,91.251,0.245177734375,0.277,42,512
1,0,27,89.26497070312502,91.251,0.245107421875,0.277,31,512
1,0,28,89.205251953125,91.251,0.24441015624999998,0.275,39,512
1,0,29,89.279185546875,91.251,0.244072265625,0.275,42,512
1,0,30,89.317583984375,91.251,0.24386914062499998,0.275,34,512
1,0,31,89.35279296875001,91.251,0.24375195312499998,0.275,43,512
1,0,32,89.38767578125,91.254,0.243466796875,0.275,44,512
1,0,33,89.398974609375,91.254,0.243072265625,0.275,46,512
1,0,34,89.399876953125,91.254,0.242619140625,0.275,45,512
1,0,35,89.31437109375,91.254,0.241744140625,0.275,40,512
1,0,36,89.36602929687501,91.256,0.241546875,0.275,35,512
1,0,37,89.438228515625,91.256,0.241595703125,0.275,51,512
1,0,38,89.48974804687501,91.484,0.24137695312500002,0.275,39,512
1,0,39,89.5422734375,91.711,0.24116015625,0.275,45,512
1,0,40,89.518669921875,91.711,0.240818359375,0.275,47,512
1,0,41,89.52979296875,91.711,0.24043554687500002,0.275,51,512
1,0,42,89.603267578125,91.711,0.2401640625,0.275,53,512
1,0,43,89.60166015625,91.943,0.2397265625,0.275,45,512
1,0,44,89.57581640625,91.943,0.23934765624999998,0.275,57,512
1,0,45,89.565376953125,91.943,0.23871484375000002,0.275,53,512
1,0,46,89.55445703125001,92.176,0.23815234375,0.275,56,512
1,0,47,89.5626015625,92.176,0.23765039062499999,0.275,55,512
1,0,48,89.573416015625,92.176,0.23712304687500002,0.275,42,512
1,0,49,89.595970703125,92.176,0.2369765625,0.275,46,512
1,0,50,89.6239453125,92.176,0.23680078125000004,0.275,50,512
1,0,51,89.66551953125,92.176,0.23662500000000003,0.275,53,512
1,0,52,89.73689257812501,92.176,0.23661132812500002,0.275,45,512
1,0,53,89.72875585937501,92.176,0.23628125000000003,0.275,42,512
1,0,54,89.769529296875,92.176,0.236126953125,0.275,51,512
1,0,55,89.774908203125,92.176,0.23571484375,0.275,45,512
1,0,56,89.768080078125,92.176,0.23531445312500002,0.275,49,512
1,0,57,89.781517578125,92.176,0.23498632812500003,0.275,53,512
1,0,58,89.773755859375,92.176,0.234458984375,0.275,50,512
1,0,59,89.8068046875,92.176,0.23394726562500004,0.275,59,512
1,0,60,89.824427734375,92.176,0.23323437500000002,0.265,54,512
1,0,61,89.85741601562499,92.176,0.2330234375,0.265,55,512
1,0,62,89.90899804687501,92.176,0.23284375000000002,0.265,58,512
1,0,63,89.921205078125,92.176,0.23234960937500002,0.265,63,512
1,0,64,89.97652929687499,92.176,0.23246679687500002,0.265,54,512
1,0,65,90.047875,92.176,0.23222851562500002,0.265,55,512
1,0,66,90.143021484375,92.176,0.231900390625,0.265,45,512
1,0,67,90.1158984375,92.176,0.2314453125,0.261,57,512
1,0,68,90.1374765625,92.176,0.23121679687500002,0.261,57,512
1,0,69,90.20975,92.176,0.23109765625,0.261,53,512
1,0,70,90.27399804687501,92.176,0.23087109375,0.261,57,512
1,0,71,90.2819296875,92.176,0.23064062500000002,0.261,63,512
1,0,72,90.29020312499999,92.176,0.229703125,0.261,45,512
1,0,73,90.32268945312501,92.176,0.2295390625,0.263,67,512
1,0,74,90.37515039062501,92.176,0.229087890625,0.263,52,512
1,0,75,90.40080859375001,92.176,0.22910156250000002,0.263,53,512
1,0,76,90.41863671875001,92.176,0.22898046875000003,0.263,57,512
1,0,77,90.41200781250001,92.176,0.22817578125000001,0.264,40,512
1,0,78,90.44439062500001,92.176,0.22797265625000002,0.264,52,512
1,0,79,90.51842578124999,92.176,0.22791406250000001,0.264,62,512
1,0,80,90.52557421875,92.176,0.2274140625,0.264,52,512
1,0,81,90.56305859375001,92.176,0.22709179687500003,0.264,65,512
1,0,82,90.59619921875,92.176,0.22631640625000002,0.264,61,512
1,0,83,90.608865234375,92.176,0.22580468750000002,0.264,63,512
1,0,84,90.629232421875,92.176,0.22535351562500003,0.263,44,512
1,0,85,90.60940234375,92.176,0.22492382812500003,0.263,50,512
1,0,86,90.6334140625,92.176,0.22427929687500003,0.257,53,512
1,0,87,90.613515625,92.176,0.22370507812500004,0.257,52,512
1,0,88,90.651875,92.176,0.22349804687500002,0.257,55,512
1,0,89,90.68029687500001,92.176,0.22317968750000003,0.257,54,512
1,0,90,90.692580078125,92.176,0.22249023437500004,0.257,50,512
1,0,91,90.66181835937499,92.176,0.22205078125000002,0.257,62,512
1,0,92,90.724091796875,92.633,0.22172070312500003,0.257,58,512
1,0,93,90.77003125,92.633,0.22175781250000004,0.257,49,512
1,0,94,90.795630859375,92.633,0.22157226562500004,0.257,53,512
1,0,95,90.76540625000001,92.633,0.22090234375,0.257,53,512
1,0,96,90.75284375,92.633,0.22026953125000004,0.257,62,512
1,0,97,90.7817578125,92.633,0.2197109375,0.257,66,512
1,0,98,90.82646289062501,92.633,0.21923828125000003,0.251,81,512
1,0,99,90.81977539062501,92.633,0.2182109375,0.251,66,512
1,0,100,90.845958984375,92.633,0.21775390625000002,0.251,64,512
1,0,101,90.83066601562498,92.633,0.2170546875,0.251,70,512
1,0,102,90.814126953125,92.633,0.21625000000000003,0.251,71,512
1,0,103,90.7884453125,92.633,0.21559375000000003,0.251,61,512
1,0,104,90.805845703125,92.633,0.215439453125,0.251,74,512
1,0,105,90.78019140625,92.633,0.21481835937500005,0.251,63,512
1,0,106,90.7708125,92.633,0.2143203125,0.251,60,512
1,0,107,90.79789062500001,92.633,0.21394726562500002,0.251,67,512
1,0,108,90.867310546875,92.633,0.21383007812500002,0.251,60,512
1,0,109,90.88219140625,92.633,0.213541015625,0.251,62,512
1,0,110,90.905037109375,92.633,0.21328320312500001,0.251,51,512
1,0,111,90.92275195312502,92.633,0.21285937500000002,0.251,58,512
1,0,112,90.92955078124999,92.633,0.212548828125,0.251,60,512
1,0,113,90.975498046875,92.633,0.21249218749999998,0.251,63,512
1,0,114,90.97677734375,92.633,0.21211523437500002,0.251,59,512
1,0,115,90.93484375,92.633,0.211318359375,0.251,79,512
1,0,116,90.95680078125001,92.633,0.21094726562500002,0.251,87,512
1,0,117,90.99170117187501,92.633,0.2103125,0.251,89,512
1,0,118,91.00110546875,92.633,0.20971875,0.251,66,512
1,0,119,91.00884375000001,92.633,0.20915429687500003,0.251,84,512
1,0,120,91.01871679687501,92.633,0.20865039062500002,0.251,81,512
1,0,121,91.103736328125,92.633,0.20851562500000004,0.251,80,512
1,0,122,91.08348046875001,92.633,0.207634765625,0.239,86,512
1,0,123,91.09685546875,92.633,0.20718750000000002,0.239,96,512
1,0,124,91.09105273437501,92.633,0.20619726562500001,0.239,82,512
1,0,125,91.040978515625,92.636,0.20509179687500004,0.239,82,512
1,0,126,90.98961328125,92.636,0.20444335937500002,0.239,69,512
1,0,127,91.02890625,92.636,0.20408789062500002,0.239,86,512
1,0,128,90.99743359375,92.636,0.20312304687500002,0.239,72,512
2,0,1,88.14994921875,91.708,0.30689062500000003,0.357,327,512
2,0,2,88.96125195312499,91.708,0.29503710937499994,0.337,261,512
2,0,3,89.2026953125,91.708,0.28831445312500004,0.336,213,512
2,0,4,89.33102929687499,91.708,0.28441601562499996,0.313,171,512
2,0,5,89.488193359375,91.708,0.28277929687500003,0.311,152,512
2,0,6,89.57161718749998,91.708,0.28108789062499995,0.316,132,512
2,0,7,89.75224414062501,92.628,0.28032421875,0.316,139,512
2,0,8,89.80238671875,92.628,0.278775390625,0.316,118,512
2,0,9,89.857982421875,92.628,0.27787695312500005,0.316,91,512
2,0,10,89.8820859375,92.628,0.27700781250000006,0.316,91,512
2,0,11,89.918494140625,92.628,0.27607812500000006,0.316,77,512
2,0,12,89.950876953125,92.628,0.2755078125,0.316,92,512
2,0,13,89.98921093749999,92.628,0.27478125,0.316,81,512
2,0,14,90.01848046875,92.628,0.274158203125,0.316,60,512
2,0,15,90.05629101562499,92.628,0.273755859375,0.316,54,512
2,0,16,90.04684960937499,92.628,0.273126953125,0.316,60,512
2,0,17,90.101349609375,92.628,0.27291015625,0.316,67,512
