run_index,total_runs,timestamp,item_mem_seed,num_levels,vector_dimension,use_genetic_item_memory,binning_mode,output_mode,log_file,duration_sec
1,5220,2026-04-22T05:28:58.056810,4,5,201,0,0,2,run_levels_005_dim_00201.txt,1.010
2,5220,2026-04-22T05:28:59.076003,4,5,251,0,0,2,run_levels_005_dim_00251.txt,1.016
3,5220,2026-04-22T05:29:00.169267,4,5,301,0,0,2,run_levels_005_dim_00301.txt,1.090
4,5220,2026-04-22T05:29:01.262695,4,5,351,0,0,2,run_levels_005_dim_00351.txt,1.090
5,5220,2026-04-22T05:29:02.379638,4,5,401,0,0,2,run_levels_005_dim_00401.txt,1.114
6,5220,2026-04-22T05:29:03.512221,4,5,451,0,0,2,run_levels_005_dim_00451.txt,1.129
7,5220,2026-04-22T05:29:04.751742,4,5,501,0,0,2,run_levels_005_dim_00501.txt,1.236
8,5220,2026-04-22T05:29:05.919452,4,5,551,0,0,2,run_levels_005_dim_00551.txt,1.165
9,5220,2026-04-22T05:29:07.079286,4,5,601,0,0,2,run_levels_005_dim_00601.txt,1.157
10,5220,2026-04-22T05:29:08.250830,4,5,651,0,0,2,run_levels_005_dim_00651.txt,1.168
11,5220,2026-04-22T05:29:09.421426,4,5,701,0,0,2,run_levels_005_dim_00701.txt,1.167
12,5220,2026-04-22T05:29:10.573349,4,5,751,0,0,2,run_levels_005_dim_00751.txt,1.148
13,5220,2026-04-22T05:29:11.801645,4,5,801,0,0,2,run_levels_005_dim_00801.txt,1.225
14,5220,2026-04-22T05:29:13.053502,4,5,851,0,0,2,run_levels_005_dim_00851.txt,1.249
15,5220,2026-04-22T05:29:14.336271,4,5,901,0,0,2,run_levels_005_dim_00901.txt,1.280
16,5220,2026-04-22T05:29:15.636700,4,5,951,0,0,2,run_levels_005_dim_00951.txt,1.297
17,5220,2026-04-22T05:29:16.994913,4,5,1000,0,0,2,run_levels_005_dim_01000.txt,1.355
18,5220,2026-04-22T05:29:18.513277,4,5,1500,0,0,2,run_levels_005_dim_01500.txt,1.515
19,5220,2026-04-22T05:29:20.192576,4,5,2000,0,0,2,run_levels_005_dim_02000.txt,1.676
20,5220,2026-04-22T05:29:22.035012,4,5,2500,0,0,2,run_levels_005_dim_02500.txt,1.839
21,5220,2026-04-22T05:29:24.034383,4,5,3000,0,0,2,run_levels_005_dim_03000.txt,1.996
22,5220,2026-04-22T05:29:26.205635,4,5,3500,0,0,2,run_levels_005_dim_03500.txt,2.168
23,5220,2026-04-22T05:29:28.566988,4,5,4000,0,0,2,run_levels_005_dim_04000.txt,2.358
24,5220,2026-04-22T05:29:31.511944,4,5,4500,0,0,2,run_levels_005_dim_04500.txt,2.942
25,5220,2026-04-22T05:29:34.254128,4,5,5000,0,0,2,run_levels_005_dim_05000.txt,2.738
26,5220,2026-04-22T05:29:37.699873,4,5,5500,0,0,2,run_levels_005_dim_05500.txt,3.443
27,5220,2026-04-22T05:29:41.466365,4,5,6000,0,0,2,run_levels_005_dim_06000.txt,3.764
28,5220,2026-04-22T05:29:45.424223,4,5,6500,0,0,2,run_levels_005_dim_06500.txt,3.955
29,5220,2026-04-22T05:29:48.731663,4,5,7000,0,0,2,run_levels_005_dim_07000.txt,3.304
30,5220,2026-04-22T05:29:52.462043,4,5,7500,0,0,2,run_levels_005_dim_07500.txt,3.727
31,5220,2026-04-22T05:29:55.855944,4,5,8000,0,0,2,run_levels_005_dim_08000.txt,3.391
32,5220,2026-04-22T05:30:00.843345,4,5,8500,0,0,2,run_levels_005_dim_08500.txt,4.984
33,5220,2026-04-22T05:30:05.730311,4,5,9000,0,0,2,run_levels_005_dim_09000.txt,4.884
34,5220,2026-04-22T05:30:10.318586,4,5,9500,0,0,2,run_levels_005_dim_09500.txt,4.586
35,5220,2026-04-22T05:30:15.112250,4,5,10000,0,0,2,run_levels_005_dim_10000.txt,4.791
36,5220,2026-04-22T05:30:20.877646,4,5,11000,0,0,2,run_levels_005_dim_11000.txt,5.763
37,5220,2026-04-22T05:30:27.771150,4,5,12000,0,0,2,run_levels_005_dim_12000.txt,6.880
38,5220,2026-04-22T05:30:33.555369,4,5,13000,0,0,2,run_levels_005_dim_13000.txt,5.683
39,5220,2026-04-22T05:30:40.826777,4,5,14000,0,0,2,run_levels_005_dim_14000.txt,7.269
40,5220,2026-04-22T05:30:47.286829,4,5,15000,0,0,2,run_levels_005_dim_15000.txt,6.457
41,5220,2026-04-22T05:30:52.734886,4,5,16000,0,0,2,run_levels_005_dim_16000.txt,5.445
42,5220,2026-04-22T05:31:01.881891,4,5,17000,0,0,2,run_levels_005_dim_17000.txt,9.143
43,5220,2026-04-22T05:31:08.903397,4,5,18000,0,0,2,run_levels_005_dim_18000.txt,7.018
44,5220,2026-04-22T05:31:18.810876,4,5,19000,0,0,2,run_levels_005_dim_19000.txt,9.904
45,5220,2026-04-22T05:31:29.042857,4,5,20000,0,0,2,run_levels_005_dim_20000.txt,10.228
46,5220,2026-04-22T05:31:30.035909,4,6,201,0,0,2,run_levels_006_dim_00201.txt,0.990
47,5220,2026-04-22T05:31:31.041094,4,6,251,0,0,2,run_levels_006_dim_00251.txt,1.002
48,5220,2026-04-22T05:31:32.057788,4,6,301,0,0,2,run_levels_006_dim_00301.txt,1.014
49,5220,2026-04-22T05:31:33.117421,4,6,351,0,0,2,run_levels_006_dim_00351.txt,1.057
50,5220,2026-04-22T05:31:34.235761,4,6,401,0,0,2,run_levels_006_dim_00401.txt,1.115
51,5220,2026-04-22T05:31:35.350250,4,6,451,0,0,2,run_levels_006_dim_00451.txt,1.111
52,5220,2026-04-22T05:31:36.459392,4,6,501,0,0,2,run_levels_006_dim_00501.txt,1.106
53,5220,2026-04-22T05:31:37.655641,4,6,551,0,0,2,run_levels_006_dim_00551.txt,1.194
54,5220,2026-04-22T05:31:38.927462,4,6,601,0,0,2,run_levels_006_dim_00601.txt,1.269
55,5220,2026-04-22T05:31:40.147235,4,6,651,0,0,2,run_levels_006_dim_00651.txt,1.217
56,5220,2026-04-22T05:31:41.361947,4,6,701,0,0,2,run_levels_006_dim_00701.txt,1.212
57,5220,2026-04-22T05:31:42.536160,4,6,751,0,0,2,run_levels_006_dim_00751.txt,1.171
58,5220,2026-04-22T05:31:43.712295,4,6,801,0,0,2,run_levels_006_dim_00801.txt,1.173
59,5220,2026-04-22T05:31:44.899377,4,6,851,0,0,2,run_levels_006_dim_00851.txt,1.184
60,5220,2026-04-22T05:31:46.131595,4,6,901,0,0,2,run_levels_006_dim_00901.txt,1.229
61,5220,2026-04-22T05:31:47.393279,4,6,951,0,0,2,run_levels_006_dim_00951.txt,1.259
62,5220,2026-04-22T05:31:48.686718,4,6,1000,0,0,2,run_levels_006_dim_01000.txt,1.291
63,5220,2026-04-22T05:31:50.194950,4,6,1500,0,0,2,run_levels_006_dim_01500.txt,1.506
64,5220,2026-04-22T05:31:51.972859,4,6,2000,0,0,2,run_levels_006_dim_02000.txt,1.775
65,5220,2026-04-22T05:31:54.017006,4,6,2500,0,0,2,run_levels_006_dim_02500.txt,2.041
66,5220,2026-04-22T05:31:56.120158,4,6,3000,0,0,2,run_levels_006_dim_03000.txt,2.100
67,5220,2026-04-22T05:31:58.196410,4,6,3500,0,0,2,run_levels_006_dim_03500.txt,2.073
68,5220,2026-04-22T05:32:00.420602,4,6,4000,0,0,2,run_levels_006_dim_04000.txt,2.221
69,5220,2026-04-22T05:32:03.029035,4,6,4500,0,0,2,run_levels_006_dim_04500.txt,2.605
70,5220,2026-04-22T05:32:05.738924,4,6,5000,0,0,2,run_levels_006_dim_05000.txt,2.707
71,5220,2026-04-22T05:32:09.338170,4,6,5500,0,0,2,run_levels_006_dim_05500.txt,3.597
72,5220,2026-04-22T05:32:12.451936,4,6,6000,0,0,2,run_levels_006_dim_06000.txt,3.111
73,5220,2026-04-22T05:32:15.465876,4,6,6500,0,0,2,run_levels_006_dim_06500.txt,3.010
74,5220,2026-04-22T05:32:18.635336,4,6,7000,0,0,2,run_levels_006_dim_07000.txt,3.166
75,5220,2026-04-22T05:32:22.727137,4,6,7500,0,0,2,run_levels_006_dim_07500.txt,4.067
76,5220,2026-04-22T05:32:26.722142,4,6,8000,0,0,2,run_levels_006_dim_08000.txt,3.866
77,5220,2026-04-22T05:32:30.430147,4,6,8500,0,0,2,run_levels_006_dim_08500.txt,3.705
78,5220,2026-04-22T05:32:34.408037,4,6,9000,0,0,2,run_levels_006_dim_09000.txt,3.974
79,5220,2026-04-22T05:32:39.148050,4,6,9500,0,0,2,run_levels_006_dim_09500.txt,4.737
80,5220,2026-04-22T05:32:43.667216,4,6,10000,0,0,2,run_levels_006_dim_10000.txt,4.516
81,5220,2026-04-22T05:32:48.334466,4,6,11000,0,0,2,run_levels_006_dim_11000.txt,4.664
82,5220,2026-04-22T05:32:53.610878,4,6,12000,0,0,2,run_levels_006_dim_12000.txt,5.273
83,5220,2026-04-22T05:32:59.130975,4,6,13000,0,0,2,run_levels_006_dim_13000.txt,5.517
84,5220,2026-04-22T05:33:04.946606,4,6,14000,0,0,2,run_levels_006_dim_14000.txt,5.812
85,5220,2026-04-22T05:33:11.035469,4,6,15000,0,0,2,run_levels_006_dim_15000.txt,6.086
86,5220,2026-04-22T05:33:16.869474,4,6,16000,0,0,2,run_levels_006_dim_16000.txt,5.831
87,5220,2026-04-22T05:33:23.760694,4,6,17000,0,0,2,run_levels_006_dim_17000.txt,6.889
88,5220,2026-04-22T05:33:30.986685,4,6,18000,0,0,2,run_levels_006_dim_18000.txt,7.223
89,5220,2026-04-22T05:33:38.672337,4,6,19000,0,0,2,run_levels_006_dim_19000.txt,7.682
90,5220,2026-04-22T05:33:46.781118,4,6,20000,0,0,2,run_levels_006_dim_20000.txt,8.106
91,5220,2026-04-22T05:33:47.887157,4,7,201,0,0,2,run_levels_007_dim_00201.txt,1.103
92,5220,2026-04-22T05:33:48.896748,4,7,251,0,0,2,run_levels_007_dim_00251.txt,1.006
93,5220,2026-04-22T05:33:49.969089,4,7,301,0,0,2,run_levels_007_dim_00301.txt,1.069
94,5220,2026-04-22T05:33:51.036381,4,7,351,0,0,2,run_levels_007_dim_00351.txt,1.064
95,5220,2026-04-22T05:33:52.107619,4,7,401,0,0,2,run_levels_007_dim_00401.txt,1.068
96,5220,2026-04-22T05:33:53.208947,4,7,451,0,0,2,run_levels_007_dim_00451.txt,1.098
97,5220,2026-04-22T05:33:54.277250,4,7,501,0,0,2,run_levels_007_dim_00501.txt,1.065
98,5220,2026-04-22T05:33:55.362243,4,7,551,0,0,2,run_levels_007_dim_00551.txt,1.082
99,5220,2026-04-22T05:33:56.465773,4,7,601,0,0,2,run_levels_007_dim_00601.txt,1.100
100,5220,2026-04-22T05:33:57.606347,4,7,651,0,0,2,run_levels_007_dim_00651.txt,1.137
101,5220,2026-04-22T05:33:58.796694,4,7,701,0,0,2,run_levels_007_dim_00701.txt,1.187
102,5220,2026-04-22T05:34:00.046250,4,7,751,0,0,2,run_levels_007_dim_00751.txt,1.247
103,5220,2026-04-22T05:34:01.363633,4,7,801,0,0,2,run_levels_007_dim_00801.txt,1.314
104,5220,2026-04-22T05:34:02.720345,4,7,851,0,0,2,run_levels_007_dim_00851.txt,1.354
105,5220,2026-04-22T05:34:04.068794,4,7,901,0,0,2,run_levels_007_dim_00901.txt,1.346
106,5220,2026-04-22T05:34:05.419634,4,7,951,0,0,2,run_levels_007_dim_00951.txt,1.348
107,5220,2026-04-22T05:34:06.765178,4,7,1000,0,0,2,run_levels_007_dim_01000.txt,1.342
108,5220,2026-04-22T05:34:08.234445,4,7,1500,0,0,2,run_levels_007_dim_01500.txt,1.466
109,5220,2026-04-22T05:34:09.788950,4,7,2000,0,0,2,run_levels_007_dim_02000.txt,1.551
110,5220,2026-04-22T05:34:11.513667,4,7,2500,0,0,2,run_levels_007_dim_02500.txt,1.721
111,5220,2026-04-22T05:34:13.484410,4,7,3000,0,0,2,run_levels_007_dim_03000.txt,1.967
112,5220,2026-04-22T05:34:15.648330,4,7,3500,0,0,2,run_levels_007_dim_03500.txt,2.161
113,5220,2026-04-22T05:34:17.979781,4,7,4000,0,0,2,run_levels_007_dim_04000.txt,2.328
114,5220,2026-04-22T05:34:20.973024,4,7,4500,0,0,2,run_levels_007_dim_04500.txt,2.990
115,5220,2026-04-22T05:34:23.703469,4,7,5000,0,0,2,run_levels_007_dim_05000.txt,2.728
116,5220,2026-04-22T05:34:26.414845,4,7,5500,0,0,2,run_levels_007_dim_05500.txt,2.708
117,5220,2026-04-22T05:34:29.449462,4,7,6000,0,0,2,run_levels_007_dim_06000.txt,3.031
118,5220,2026-04-22T05:34:32.518366,4,7,6500,0,0,2,run_levels_007_dim_06500.txt,3.065
119,5220,2026-04-22T05:34:36.065360,4,7,7000,0,0,2,run_levels_007_dim_07000.txt,3.544
120,5220,2026-04-22T05:34:39.977041,4,7,7500,0,0,2,run_levels_007_dim_07500.txt,3.908
121,5220,2026-04-22T05:34:43.207648,4,7,8000,0,0,2,run_levels_007_dim_08000.txt,3.228
122,5220,2026-04-22T05:34:46.897478,4,7,8500,0,0,2,run_levels_007_dim_08500.txt,3.687
123,5220,2026-04-22T05:34:51.095712,4,7,9000,0,0,2,run_levels_007_dim_09000.txt,4.195
124,5220,2026-04-22T05:34:55.897606,4,7,9500,0,0,2,run_levels_007_dim_09500.txt,4.799
125,5220,2026-04-22T05:35:00.171043,4,7,10000,0,0,2,run_levels_007_dim_10000.txt,4.270
126,5220,2026-04-22T05:35:04.856659,4,7,11000,0,0,2,run_levels_007_dim_11000.txt,4.683
127,5220,2026-04-22T05:35:10.325675,4,7,12000,0,0,2,run_levels_007_dim_12000.txt,5.466
128,5220,2026-04-22T05:35:15.715621,4,7,13000,0,0,2,run_levels_007_dim_13000.txt,5.387
129,5220,2026-04-22T05:35:21.498938,4,7,14000,0,0,2,run_levels_007_dim_14000.txt,5.780
130,5220,2026-04-22T05:35:27.977112,4,7,15000,0,0,2,run_levels_007_dim_15000.txt,6.475
131,5220,2026-04-22T05:35:33.493894,4,7,16000,0,0,2,run_levels_007_dim_16000.txt,5.513
132,5220,2026-04-22T05:35:40.475269,4,7,17000,0,0,2,run_levels_007_dim_17000.txt,6.977
133,5220,2026-04-22T05:35:47.708322,4,7,18000,0,0,2,run_levels_007_dim_18000.txt,7.230
134,5220,2026-04-22T05:35:55.283701,4,7,19000,0,0,2,run_levels_007_dim_19000.txt,7.572
135,5220,2026-04-22T05:36:03.484802,4,7,20000,0,0,2,run_levels_007_dim_20000.txt,8.198
136,5220,2026-04-22T05:36:04.503624,4,8,201,0,0,2,run_levels_008_dim_00201.txt,1.015
137,5220,2026-04-22T05:36:05.546417,4,8,251,0,0,2,run_levels_008_dim_00251.txt,1.040
138,5220,2026-04-22T05:36:06.570311,4,8,301,0,0,2,run_levels_008_dim_00301.txt,1.021
139,5220,2026-04-22T05:36:07.620789,4,8,351,0,0,2,run_levels_008_dim_00351.txt,1.047
140,5220,2026-04-22T05:36:08.693452,4,8,401,0,0,2,run_levels_008_dim_00401.txt,1.069
141,5220,2026-04-22T05:36:09.752070,4,8,451,0,0,2,run_levels_008_dim_00451.txt,1.056
