binning_mode,mode_name,num_levels,vector_dimension,dataset,uniform_validation,uniform_test,advanced_validation,advanced_test
1,quantile,60,4096,1,0.96535797,0.75862069,0.9630485,0.82758621
1,quantile,60,4096,2,0.79907621,0.85517241,0.81986143,0.82758621
1,quantile,60,4096,3,0.99538106,0.98275862,0.98383372,0.99310345
1,quantile,60,5120,0,0.87297921,0.98965517,0.85450346,0.99655172
1,quantile,60,5120,1,0.96535797,0.73448276,0.95842956,0.86896552
1,quantile,60,5120,2,0.7852194,0.85862069,0.81524249,0.82413793
1,quantile,60,5120,3,0.99769053,0.98275862,0.97921478,0.99310345
1,quantile,60,6144,0,0.89145497,0.98275862,0.85681293,0.9862069
1,quantile,60,6144,1,0.96073903,0.75172414,0.94919169,0.83103448
1,quantile,60,6144,2,0.78060046,0.85172414,0.81062356,0.82413793
1,quantile,60,6144,3,0.99538106,0.9862069,0.98614319,0.9862069
1,quantile,60,7168,0,0.88221709,0.98275862,0.86374134,0.98965517
1,quantile,60,7168,1,0.92840647,0.75172414,0.94457275,0.85172414
1,quantile,60,7168,2,0.79445727,0.84827586,0.81524249,0.83448276
1,quantile,60,7168,3,0.99769053,0.97931034,0.98614319,0.98965517
1,quantile,60,8192,0,0.87990762,0.99310345,0.8591224,0.98965517
1,quantile,60,8192,1,0.95842956,0.78965517,0.96535797,0.82068966
1,quantile,60,8192,2,0.77136259,0.86206897,0.80831409,0.83103448
1,quantile,60,8192,3,0.99769053,0.9862069,0.98845266,0.99310345
1,quantile,65,512,0,0.84988453,0.97931034,0.85681293,0.98965517
1,quantile,65,512,1,0.73903002,0.67586207,0.94688222,0.82068966
1,quantile,65,512,2,0.75981524,0.82758621,0.80600462,0.82068966
1,quantile,65,512,3,0.99769053,1.0,0.98845266,0.99310345
1,quantile,65,1024,0,0.852194,0.9862069,0.86143187,0.9862069
1,quantile,65,1024,1,0.85681293,0.69655172,0.96535797,0.8137931
1,quantile,65,1024,2,0.75981524,0.85172414,0.81755196,0.84827586
1,quantile,65,1024,3,0.99307159,0.98965517,0.98845266,0.98965517
1,quantile,65,1536,0,0.8891455,0.9862069,0.8591224,0.98965517
1,quantile,65,1536,1,0.91916859,0.6862069,0.96073903,0.89310345
1,quantile,65,1536,2,0.81755196,0.85172414,0.80600462,0.82413793
1,quantile,65,1536,3,0.99076212,0.99655172,0.98614319,0.98965517
1,quantile,65,2048,0,0.87297921,0.9862069,0.84988453,0.9862069
1,quantile,65,2048,1,0.87066975,0.74482759,0.94226328,0.78965517
1,quantile,65,2048,2,0.80600462,0.85172414,0.79676674,0.83793103
1,quantile,65,2048,3,0.99307159,0.99310345,0.98383372,0.98965517
1,quantile,65,3072,0,0.8591224,0.9862069,0.852194,0.98965517
1,quantile,65,3072,1,0.91224018,0.7137931,0.94688222,0.83793103
1,quantile,65,3072,2,0.80600462,0.85172414,0.80831409,0.82758621
1,quantile,65,3072,3,0.99538106,1.0,0.99076212,0.9862069
1,quantile,65,4096,0,0.8591224,0.9862069,0.8591224,0.9862069
1,quantile,65,4096,1,0.91685912,0.7137931,0.95381062,0.84137931
1,quantile,65,4096,2,0.79445727,0.85172414,0.81293303,0.82758621
1,quantile,65,4096,3,0.99076212,0.99655172,0.98383372,0.99310345
1,quantile,65,5120,0,0.8891455,0.9862069,0.85681293,0.99310345
1,quantile,65,5120,1,0.88683603,0.6,0.95842956,0.86896552
1,quantile,65,5120,2,0.78060046,0.85172414,0.81524249,0.82413793
1,quantile,65,5120,3,0.99769053,0.99655172,0.97690531,0.99310345
1,quantile,65,6144,0,0.88452656,0.9862069,0.85681293,0.9862069
1,quantile,65,6144,1,0.91454965,0.71724138,0.95150115,0.82758621
1,quantile,65,6144,2,0.7852194,0.85172414,0.80831409,0.83103448
1,quantile,65,6144,3,0.99769053,0.99655172,0.98383372,0.9862069
1,quantile,65,7168,0,0.89145497,0.98275862,0.86374134,0.98965517
1,quantile,65,7168,1,0.90993072,0.70689655,0.94919169,0.85517241
1,quantile,65,7168,2,0.79214781,0.84827586,0.81062356,0.83103448
1,quantile,65,7168,3,0.99538106,0.99655172,0.98614319,0.9862069
1,quantile,65,8192,0,0.88683603,0.9862069,0.85681293,0.98965517
1,quantile,65,8192,1,0.93533487,0.72068966,0.9630485,0.82758621
1,quantile,65,8192,2,0.78290993,0.85172414,0.81293303,0.83103448
1,quantile,65,8192,3,0.99538106,0.99655172,0.98614319,0.99655172
1,quantile,70,512,0,0.84526559,0.97586207,0.852194,0.99310345
1,quantile,70,512,1,0.9630485,0.75517241,0.94688222,0.82413793
1,quantile,70,512,2,0.75057737,0.82068966,0.81062356,0.83793103
1,quantile,70,512,3,0.98383372,0.98275862,0.98845266,0.99310345
1,quantile,70,1024,0,0.852194,0.9862069,0.86143187,0.9862069
1,quantile,70,1024,1,0.94688222,0.70689655,0.96997691,0.8137931
1,quantile,70,1024,2,0.7551963,0.84482759,0.80369515,0.83793103
1,quantile,70,1024,3,0.99769053,0.99310345,0.98845266,0.99310345
1,quantile,70,1536,0,0.89376443,0.9862069,0.86605081,0.9862069
1,quantile,70,1536,1,0.95842956,0.74482759,0.96535797,0.89310345
1,quantile,70,1536,2,0.81062356,0.84827586,0.81755196,0.82758621
1,quantile,70,1536,3,0.99076212,0.99655172,0.98845266,0.98965517
1,quantile,70,2048,0,0.87990762,0.9862069,0.84526559,0.9862069
1,quantile,70,2048,1,0.92378753,0.71034483,0.94688222,0.8
1,quantile,70,2048,2,0.80831409,0.84482759,0.79676674,0.82413793
1,quantile,70,2048,3,0.99076212,0.99655172,0.98383372,0.98965517
1,quantile,70,3072,0,0.84064665,0.98965517,0.85450346,0.98965517
1,quantile,70,3072,1,0.92378753,0.67241379,0.94919169,0.83103448
1,quantile,70,3072,2,0.80600462,0.85172414,0.81062356,0.82758621
1,quantile,70,3072,3,0.99769053,0.99655172,0.98614319,0.9862069
1,quantile,70,4096,0,0.85450346,0.9862069,0.85681293,0.98965517
1,quantile,70,4096,1,0.92147806,0.62068966,0.95842956,0.83103448
1,quantile,70,4096,2,0.79676674,0.84482759,0.81755196,0.82758621
1,quantile,70,4096,3,0.99307159,0.99655172,0.98383372,0.99655172
1,quantile,70,5120,0,0.88683603,0.98965517,0.8591224,0.99310345
1,quantile,70,5120,1,0.92840647,0.57586207,0.95381062,0.84137931
1,quantile,70,5120,2,0.77598152,0.85172414,0.81524249,0.82413793
1,quantile,70,5120,3,0.99769053,0.99655172,0.97921478,0.98965517
1,quantile,70,6144,0,0.8891455,0.98275862,0.85450346,0.9862069
1,quantile,70,6144,1,0.90531178,0.58275862,0.94919169,0.84482759
1,quantile,70,6144,2,0.78060046,0.85172414,0.80600462,0.82758621
1,quantile,70,6144,3,0.99538106,0.99655172,0.98152425,0.9862069
1,quantile,70,7168,0,0.8891455,0.9862069,0.86143187,0.98965517
1,quantile,70,7168,1,0.94919169,0.6137931,0.95381062,0.85172414
1,quantile,70,7168,2,0.79214781,0.84827586,0.81062356,0.83103448
1,quantile,70,7168,3,0.99538106,0.99655172,0.98383372,0.98965517
1,quantile,70,8192,0,0.88683603,0.99310345,0.8591224,0.98965517
1,quantile,70,8192,1,0.95381062,0.73103448,0.96535797,0.82758621
1,quantile,70,8192,2,0.78290993,0.85172414,0.81062356,0.82758621
1,quantile,70,8192,3,0.99538106,0.99655172,0.98614319,0.99310345
1,quantile,75,512,0,0.85450346,0.9862069,0.852194,0.98965517
1,quantile,75,512,1,0.97921478,0.82068966,0.93764434,0.81034483
1,quantile,75,512,2,0.77367206,0.84137931,0.8221709,0.84137931
1,quantile,75,512,3,0.98614319,0.9862069,0.99076212,0.98965517
1,quantile,75,1024,0,0.84526559,0.98965517,0.85450346,0.9862069
1,quantile,75,1024,1,0.97228637,0.77241379,0.96766744,0.80689655
1,quantile,75,1024,2,0.77136259,0.84482759,0.81524249,0.84482759
1,quantile,75,1024,3,0.98845266,0.99310345,0.98614319,0.98275862
1,quantile,75,1536,0,0.8960739,0.9862069,0.86143187,0.98965517
1,quantile,75,1536,1,0.94457275,0.75517241,0.95842956,0.88275862
1,quantile,75,1536,2,0.81062356,0.84482759,0.81293303,0.82758621
1,quantile,75,1536,3,0.98845266,0.99655172,0.97921478,0.98965517
1,quantile,75,2048,0,0.86605081,0.98275862,0.84295612,0.98275862
1,quantile,75,2048,1,0.9330254,0.71724138,0.94688222,0.7862069
1,quantile,75,2048,2,0.81293303,0.85517241,0.79214781,0.83103448
1,quantile,75,2048,3,0.98152425,0.99655172,0.98383372,0.98965517
1,quantile,75,3072,0,0.84526559,0.9862069,0.8591224,0.9862069
1,quantile,75,3072,1,0.92147806,0.72068966,0.94919169,0.83793103
1,quantile,75,3072,2,0.80831409,0.85172414,0.81062356,0.82758621
1,quantile,75,3072,3,0.99538106,0.99655172,0.98152425,0.9862069
1,quantile,75,4096,0,0.87528868,0.9862069,0.8591224,0.98965517
1,quantile,75,4096,1,0.92840647,0.70344828,0.95842956,0.83793103
1,quantile,75,4096,2,0.78983834,0.85172414,0.8221709,0.83103448
1,quantile,75,4096,3,0.98614319,0.99655172,0.98614319,0.99655172
1,quantile,75,5120,0,0.87990762,0.9862069,0.8591224,0.99655172
1,quantile,75,5120,1,0.92378753,0.69655172,0.96073903,0.85172414
1,quantile,75,5120,2,0.77829099,0.85172414,0.81524249,0.82413793
1,quantile,75,5120,3,0.99538106,0.99655172,0.97921478,0.99310345
1,quantile,75,6144,0,0.8891455,0.98275862,0.85681293,0.98965517
1,quantile,75,6144,1,0.926097,0.65862069,0.94688222,0.83448276
1,quantile,75,6144,2,0.77367206,0.84482759,0.81062356,0.83103448
1,quantile,75,6144,3,0.99538106,0.99655172,0.98383372,0.98965517
1,quantile,75,7168,0,0.88221709,0.9862069,0.86143187,0.98965517
1,quantile,75,7168,1,0.94457275,0.71724138,0.94919169,0.85862069
1,quantile,75,7168,2,0.79907621,0.85172414,0.80831409,0.83103448
1,quantile,75,7168,3,0.98152425,0.99655172,0.98383372,0.9862069
1,quantile,75,8192,0,0.88452656,0.98965517,0.8591224,0.98965517
1,quantile,75,8192,1,0.94688222,0.72068966,0.9630485,0.82758621
1,quantile,75,8192,2,0.77598152,0.85172414,0.81293303,0.83103448
1,quantile,75,8192,3,0.98845266,0.99655172,0.98845266,0.99655172
1,quantile,80,512,0,0.84526559,0.97586207,0.85681293,0.99310345
1,quantile,80,512,1,0.90069284,0.80344828,0.94457275,0.81724138
1,quantile,80,512,2,0.77136259,0.82068966,0.79676674,0.84482759
1,quantile,80,512,3,0.99307159,0.99655172,0.98383372,0.9862069
1,quantile,80,1024,0,0.83833718,0.9862069,0.84988453,0.9862069
1,quantile,80,1024,1,0.96766744,0.72758621,0.96766744,0.82068966
1,quantile,80,1024,2,0.76674365,0.85172414,0.81293303,0.84482759
1,quantile,80,1024,3,0.99307159,0.99655172,0.98845266,0.98965517
1,quantile,80,1536,0,0.8960739,0.9862069,0.86143187,0.98965517
1,quantile,80,1536,1,0.97459584,0.74827586,0.96766744,0.8862069
1,quantile,80,1536,2,0.79676674,0.84482759,0.79907621,0.82413793
1,quantile,80,1536,3,0.99076212,0.98965517,0.98383372,0.98965517
1,quantile,80,2048,0,0.87990762,0.9862069,0.83833718,0.98275862
1,quantile,80,2048,1,0.89376443,0.67586207,0.95150115,0.80689655
1,quantile,80,2048,2,0.79445727,0.84827586,0.7852194,0.82758621
1,quantile,80,2048,3,0.99538106,0.99655172,0.98152425,0.99310345
1,quantile,80,3072,0,0.83371824,0.9862069,0.85450346,0.9862069
1,quantile,80,3072,1,0.926097,0.70689655,0.94688222,0.83103448
1,quantile,80,3072,2,0.80831409,0.85172414,0.80831409,0.83103448
1,quantile,80,3072,3,0.99769053,0.99655172,0.98614319,0.9862069
1,quantile,80,4096,0,0.85450346,0.9862069,0.85681293,0.98965517
1,quantile,80,4096,1,0.92840647,0.7137931,0.96535797,0.84482759
1,quantile,80,4096,2,0.79214781,0.84827586,0.81755196,0.82758621
1,quantile,80,4096,3,0.99307159,0.99655172,0.98614319,0.99655172
1,quantile,80,5120,0,0.88221709,0.98965517,0.85450346,0.99655172
1,quantile,80,5120,1,0.92378753,0.68965517,0.95612009,0.84137931
1,quantile,80,5120,2,0.78060046,0.85172414,0.81755196,0.82413793
1,quantile,80,5120,3,0.99769053,0.99310345,0.97921478,0.99310345
1,quantile,80,6144,0,0.88452656,0.98275862,0.8591224,0.9862069
1,quantile,80,6144,1,0.926097,0.65517241,0.94919169,0.83448276
1,quantile,80,6144,2,0.77829099,0.85172414,0.80138568,0.82758621
1,quantile,80,6144,3,0.99769053,0.99655172,0.98383372,0.9862069
1,quantile,80,7168,0,0.87990762,0.9862069,0.86374134,0.9862069
1,quantile,80,7168,1,0.9630485,0.6862069,0.95150115,0.86551724
1,quantile,80,7168,2,0.79676674,0.84827586,0.81293303,0.83448276
1,quantile,80,7168,3,0.99307159,0.99655172,0.98383372,0.98965517
1,quantile,80,8192,0,0.88452656,0.99310345,0.8591224,0.98965517
1,quantile,80,8192,1,0.97690531,0.75517241,0.95842956,0.82413793
1,quantile,80,8192,2,0.7852194,0.85172414,0.81293303,0.82758621
1,quantile,80,8192,3,0.99769053,0.99655172,0.98152425,0.99310345
1,quantile,85,512,0,0.87066975,0.98275862,0.85681293,0.98965517
1,quantile,85,512,1,0.8891455,0.63793103,0.93995381,0.82413793
1,quantile,85,512,2,0.78752887,0.83103448,0.79907621,0.84482759
1,quantile,85,512,3,0.98152425,0.98275862,0.99307159,0.99310345
1,quantile,85,1024,0,0.80600462,0.9862069,0.84757506,0.9862069
1,quantile,85,1024,1,0.9630485,0.72068966,0.96997691,0.83793103
1,quantile,85,1024,2,0.7551963,0.84482759,0.81062356,0.84482759
1,quantile,85,1024,3,0.98614319,0.99310345,0.98614319,0.98965517
1,quantile,85,1536,0,0.8960739,0.9862069,0.85681293,0.99310345
1,quantile,85,1536,1,0.99538106,0.84827586,0.9630485,0.8862069
1,quantile,85,1536,2,0.80369515,0.84482759,0.80369515,0.82068966
1,quantile,85,1536,3,0.98845266,0.99310345,0.98152425,0.98965517
1,quantile,85,2048,0,0.87759815,0.9862069,0.84295612,0.9862069
1,quantile,85,2048,1,0.87528868,0.75517241,0.95150115,0.80689655
1,quantile,85,2048,2,0.80600462,0.85172414,0.78752887,0.82758621
1,quantile,85,2048,3,0.98614319,0.98965517,0.98152425,0.99310345
1,quantile,85,3072,0,0.83833718,0.98965517,0.85450346,0.9862069
1,quantile,85,3072,1,0.98614319,0.79655172,0.94919169,0.82758621
1,quantile,85,3072,2,0.80831409,0.85172414,0.80600462,0.82413793
1,quantile,85,3072,3,0.99076212,0.99655172,0.98614319,0.9862069
1,quantile,85,4096,0,0.85681293,0.9862069,0.85450346,0.98965517
1,quantile,85,4096,1,0.95381062,0.65172414,0.96073903,0.83103448
1,quantile,85,4096,2,0.79907621,0.85172414,0.8221709,0.82758621
1,quantile,85,4096,3,0.98152425,0.98965517,0.98383372,0.99655172
1,quantile,85,5120,0,0.87297921,0.9862069,0.85681293,0.99655172
1,quantile,85,5120,1,0.99076212,0.75172414,0.94919169,0.85172414
1,quantile,85,5120,2,0.77598152,0.85172414,0.81755196,0.82413793
1,quantile,85,5120,3,0.99538106,0.99655172,0.97690531,0.98965517
1,quantile,85,6144,0,0.87990762,0.9862069,0.85450346,0.9862069
1,quantile,85,6144,1,0.93995381,0.62068966,0.94457275,0.82758621
1,quantile,85,6144,2,0.78290993,0.85172414,0.80138568,0.82758621
1,quantile,85,6144,3,0.98845266,0.99655172,0.98614319,0.98965517
1,quantile,85,7168,0,0.87990762,0.9862069,0.86605081,0.98965517
1,quantile,85,7168,1,0.95842956,0.7,0.94919169,0.85172414
1,quantile,85,7168,2,0.79445727,0.84482759,0.80831409,0.82758621
1,quantile,85,7168,3,0.98614319,0.99655172,0.98383372,0.9862069
1,quantile,85,8192,0,0.88221709,0.9862069,0.8591224,0.98965517
1,quantile,85,8192,1,0.97690531,0.72758621,0.9630485,0.82068966
1,quantile,85,8192,2,0.78290993,0.85172414,0.81524249,0.83448276
1,quantile,85,8192,3,0.99076212,0.99655172,0.98614319,0.99655172
1,quantile,90,512,0,0.83371824,0.97931034,0.86374134,0.99310345
1,quantile,90,512,1,0.95842956,0.84827586,0.92840647,0.82068966
1,quantile,90,512,2,0.75288684,0.82068966,0.81062356,0.81724138
1,quantile,90,512,3,0.97921478,0.99310345,0.99307159,0.98965517
1,quantile,90,1024,0,0.83371824,0.9862069,0.86143187,0.9862069
1,quantile,90,1024,1,0.99538106,0.75862069,0.96997691,0.83793103
1,quantile,90,1024,2,0.75750577,0.84827586,0.81986143,0.84482759
1,quantile,90,1024,3,0.97459584,0.9862069,0.98845266,0.99310345
1,quantile,90,1536,0,0.89376443,0.9862069,0.85681293,0.98965517
1,quantile,90,1536,1,0.99307159,0.89310345,0.96535797,0.88275862
1,quantile,90,1536,2,0.80831409,0.84827586,0.81293303,0.82413793
1,quantile,90,1536,3,0.96766744,0.98275862,0.98152425,0.98965517
1,quantile,90,2048,0,0.87759815,0.98965517,0.84526559,0.98275862
1,quantile,90,2048,1,0.97228637,0.85172414,0.94688222,0.80344828
1,quantile,90,2048,2,0.80138568,0.84827586,0.78752887,0.82758621
1,quantile,90,2048,3,0.98614319,0.9862069,0.98383372,0.98965517
1,quantile,90,3072,0,0.83833718,0.9862069,0.85450346,0.9862069
1,quantile,90,3072,1,0.99307159,0.9137931,0.94919169,0.83103448
1,quantile,90,3072,2,0.80369515,0.84827586,0.80600462,0.82413793
1,quantile,90,3072,3,0.97921478,0.98965517,0.98614319,0.9862069
1,quantile,90,4096,0,0.85681293,0.9862069,0.85681293,0.9862069
1,quantile,90,4096,1,0.98845266,0.85862069,0.96073903,0.83793103
1,quantile,90,4096,2,0.79676674,0.85172414,0.81986143,0.82758621
1,quantile,90,4096,3,0.98845266,0.99310345,0.98152425,0.99655172
1,quantile,90,5120,0,0.88683603,0.98965517,0.85681293,0.99310345
1,quantile,90,5120,1,0.99538106,0.81034483,0.94919169,0.84482759
1,quantile,90,5120,2,0.78060046,0.85172414,0.81524249,0.82758621
1,quantile,90,5120,3,0.99307159,0.99310345,0.97921478,0.99310345
1,quantile,90,6144,0,0.88683603,0.98275862,0.85681293,0.9862069
1,quantile,90,6144,1,0.99076212,0.75862069,0.94919169,0.83103448
1,quantile,90,6144,2,0.77136259,0.85172414,0.80600462,0.83103448
1,quantile,90,6144,3,0.99076212,0.99655172,0.98614319,0.98965517
1,quantile,90,7168,0,0.8891455,0.9862069,0.86374134,0.98965517
1,quantile,90,7168,1,0.99076212,0.88275862,0.95381062,0.85862069
1,quantile,90,7168,2,0.79214781,0.84482759,0.81293303,0.83448276
1,quantile,90,7168,3,0.98614319,0.99310345,0.98383372,0.98965517
1,quantile,90,8192,0,0.88683603,0.98965517,0.8591224,0.98965517
1,quantile,90,8192,1,0.98845266,0.78965517,0.96073903,0.83103448
1,quantile,90,8192,2,0.78290993,0.85517241,0.81062356,0.83103448
1,quantile,90,8192,3,0.98845266,0.99655172,0.98845266,0.99310345
1,quantile,95,512,0,0.86605081,0.9862069,0.86605081,0.98965517
1,quantile,95,512,1,0.96535797,0.84827586,0.94688222,0.82758621
1,quantile,95,512,2,0.7551963,0.82758621,0.79445727,0.83448276
1,quantile,95,512,3,0.95612009,0.98275862,0.99076212,0.98965517
1,quantile,95,1024,0,0.84988453,0.97586207,0.85450346,0.98275862
1,quantile,95,1024,1,0.97228637,0.81724138,0.9630485,0.84137931
1,quantile,95,1024,2,0.76905312,0.84482759,0.81062356,0.85172414
1,quantile,95,1024,3,0.97459584,0.98965517,0.98152425,0.99310345
1,quantile,95,1536,0,0.8960739,0.9862069,0.86143187,0.98275862
1,quantile,95,1536,1,0.99769053,0.94137931,0.9630485,0.88965517
1,quantile,95,1536,2,0.80600462,0.84827586,0.80600462,0.81724138
1,quantile,95,1536,3,0.98383372,0.98275862,0.98845266,0.98965517
1,quantile,95,2048,0,0.8891455,0.9862069,0.84988453,0.9862069
1,quantile,95,2048,1,0.99307159,0.90344828,0.95381062,0.80689655
1,quantile,95,2048,2,0.81062356,0.84482759,0.79676674,0.82758621
1,quantile,95,2048,3,0.98845266,0.99655172,0.98152425,0.99310345
1,quantile,95,3072,0,0.84526559,0.9862069,0.86374134,0.9862069
1,quantile,95,3072,1,0.98845266,0.96551724,0.94688222,0.82758621
1,quantile,95,3072,2,0.80138568,0.85172414,0.80600462,0.82758621
1,quantile,95,3072,3,0.97459584,0.9862069,0.98614319,0.9862069
1,quantile,95,4096,0,0.85681293,0.9862069,0.8591224,0.9862069
1,quantile,95,4096,1,0.99307159,0.94827586,0.96073903,0.83103448
1,quantile,95,4096,2,0.79445727,0.85172414,0.81986143,0.83103448
1,quantile,95,4096,3,0.98152425,0.99310345,0.98152425,0.99310345
1,quantile,95,5120,0,0.88221709,0.99310345,0.85450346,0.99655172
1,quantile,95,5120,1,0.99769053,0.9,0.95842956,0.85172414
1,quantile,95,5120,2,0.78752887,0.85517241,0.81524249,0.82413793
1,quantile,95,5120,3,0.99076212,0.99655172,0.97921478,0.99310345
1,quantile,95,6144,0,0.89145497,0.98275862,0.85681293,0.9862069
1,quantile,95,6144,1,0.99538106,0.94827586,0.94688222,0.84137931
1,quantile,95,6144,2,0.78752887,0.85172414,0.80600462,0.82758621
1,quantile,95,6144,3,0.97690531,0.98965517,0.98614319,0.98965517
1,quantile,95,7168,0,0.88452656,0.9862069,0.86374134,0.98965517
1,quantile,95,7168,1,0.99307159,0.94482759,0.94919169,0.85517241
1,quantile,95,7168,2,0.79445727,0.84482759,0.81062356,0.83103448
1,quantile,95,7168,3,0.98383372,0.99310345,0.98383372,0.98965517
1,quantile,95,8192,0,0.88221709,0.98965517,0.8591224,0.98965517
1,quantile,95,8192,1,0.94688222,0.83448276,0.96073903,0.82758621
1,quantile,95,8192,2,0.78752887,0.85172414,0.81524249,0.83448276
1,quantile,95,8192,3,0.98614319,0.99310345,0.98845266,0.98965517
1,quantile,100,512,0,0.81755196,0.98275862,0.85681293,0.99310345
1,quantile,100,512,1,0.95150115,0.93103448,0.94919169,0.84482759
1,quantile,100,512,2,0.76674365,0.82758621,0.80600462,0.83793103
1,quantile,100,512,3,0.98614319,1.0,0.99076212,0.98965517
1,quantile,100,1024,0,0.86374134,0.97931034,0.852194,0.9862069
1,quantile,100,1024,1,0.96766744,0.93103448,0.96535797,0.82758621
1,quantile,100,1024,2,0.76443418,0.84482759,0.80831409,0.84827586
1,quantile,100,1024,3,0.99307159,0.99310345,0.98614319,0.98965517
1,quantile,100,1536,0,0.8960739,0.9862069,0.85681293,0.98275862
1,quantile,100,1536,1,0.99076212,0.95862069,0.96535797,0.8862069
1,quantile,100,1536,2,0.80831409,0.84827586,0.81524249,0.82413793
1,quantile,100,1536,3,0.99307159,0.99310345,0.98845266,0.98965517
1,quantile,100,2048,0,0.88221709,0.9862069,0.84526559,0.98275862
1,quantile,100,2048,1,0.96766744,0.93448276,0.94688222,0.78965517
1,quantile,100,2048,2,0.80369515,0.84482759,0.78290993,0.83448276
1,quantile,100,2048,3,0.98845266,0.98965517,0.98152425,0.99310345
1,quantile,100,3072,0,0.86374134,0.9862069,0.86143187,0.98965517
1,quantile,100,3072,1,0.99307159,0.99655172,0.94688222,0.83103448
1,quantile,100,3072,2,0.80369515,0.84827586,0.80138568,0.82413793
1,quantile,100,3072,3,0.98152425,0.97931034,0.98383372,0.9862069
1,quantile,100,4096,0,0.85450346,0.9862069,0.852194,0.9862069
1,quantile,100,4096,1,0.99307159,0.94827586,0.9630485,0.83793103
1,quantile,100,4096,2,0.79214781,0.84827586,0.81755196,0.83103448
1,quantile,100,4096,3,0.98383372,0.98965517,0.98383372,0.99310345
1,quantile,100,5120,0,0.88452656,0.9862069,0.86374134,0.99655172
1,quantile,100,5120,1,0.99538106,0.96551724,0.95381062,0.85172414
1,quantile,100,5120,2,0.78060046,0.85172414,0.81986143,0.82068966
1,quantile,100,5120,3,0.99538106,0.99655172,0.97921478,0.99310345
1,quantile,100,6144,0,0.88683603,0.9862069,0.85681293,0.98965517
1,quantile,100,6144,1,0.99307159,0.95172414,0.94688222,0.85172414
1,quantile,100,6144,2,0.78290993,0.84827586,0.80369515,0.82758621
1,quantile,100,6144,3,0.99076212,0.99310345,0.98383372,0.9862069
1,quantile,100,7168,0,0.88683603,0.9862069,0.87066975,0.98965517
1,quantile,100,7168,1,0.99769053,0.96551724,0.94919169,0.85862069
1,quantile,100,7168,2,0.79214781,0.84482759,0.81293303,0.83103448
1,quantile,100,7168,3,0.99307159,0.99310345,0.98383372,0.9862069
1,quantile,100,8192,0,0.88683603,0.98965517,0.8591224,0.98965517
1,quantile,100,8192,1,0.99307159,0.93448276,0.96073903,0.82068966
1,quantile,100,8192,2,0.78060046,0.85517241,0.81293303,0.83103448
1,quantile,100,8192,3,0.98614319,0.99310345,0.98614319,0.99310345
2,kmeans_1d,10,512,0,0.86836028,0.95862069,0.87990762,0.99310345
2,kmeans_1d,10,512,1,0.19861432,0.2,0.96766744,0.85862069
2,kmeans_1d,10,512,2,0.71593533,0.77931034,0.79907621,0.78275862
2,kmeans_1d,10,512,3,0.79907621,0.8,0.96766744,0.97931034
2,kmeans_1d,10,1024,0,0.78752887,0.94137931,0.89838337,0.9862069
2,kmeans_1d,10,1024,1,0.19861432,0.2,0.99307159,0.92413793
2,kmeans_1d,10,1024,2,0.76443418,0.7862069,0.80138568,0.7862069
2,kmeans_1d,10,1024,3,0.79907621,0.8,0.97690531,0.98965517
2,kmeans_1d,10,1536,0,0.83833718,0.95172414,0.87759815,0.97931034
2,kmeans_1d,10,1536,1,0.19861432,0.2,0.99076212,0.90344828
2,kmeans_1d,10,1536,2,0.7482679,0.7862069,0.7852194,0.81034483
2,kmeans_1d,10,1536,3,0.79907621,0.8,0.96997691,0.98965517
2,kmeans_1d,10,2048,0,0.852194,0.95172414,0.87990762,0.98275862
2,kmeans_1d,10,2048,1,0.19861432,0.2,0.98614319,0.88965517
2,kmeans_1d,10,2048,2,0.76443418,0.79310345,0.80831409,0.77241379
2,kmeans_1d,10,2048,3,0.79907621,0.8,0.9630485,0.99310345
2,kmeans_1d,10,3072,0,0.85450346,0.95172414,0.87297921,0.9862069
2,kmeans_1d,10,3072,1,0.19861432,0.2,0.97228637,0.85862069
2,kmeans_1d,10,3072,2,0.77367206,0.80344828,0.80369515,0.81724138
2,kmeans_1d,10,3072,3,0.79907621,0.8,0.96535797,0.9862069
2,kmeans_1d,10,4096,0,0.84295612,0.96206897,0.88683603,0.9862069
2,kmeans_1d,10,4096,1,0.19861432,0.2,0.99538106,0.8862069
2,kmeans_1d,10,4096,2,0.77598152,0.79655172,0.82909931,0.8
2,kmeans_1d,10,4096,3,0.79907621,0.8,0.97690531,0.99310345
2,kmeans_1d,10,5120,0,0.84988453,0.95517241,0.88452656,0.9862069
2,kmeans_1d,10,5120,1,0.19861432,0.2,0.99538106,0.90689655
2,kmeans_1d,10,5120,2,0.75750577,0.79655172,0.80138568,0.82758621
2,kmeans_1d,10,5120,3,0.79907621,0.8,0.97228637,0.98965517
2,kmeans_1d,10,6144,0,0.84064665,0.96206897,0.87066975,0.9862069
2,kmeans_1d,10,6144,1,0.19861432,0.2,0.99538106,0.8862069
2,kmeans_1d,10,6144,2,0.76905312,0.8,0.80138568,0.82068966
2,kmeans_1d,10,6144,3,0.79907621,0.8,0.96766744,0.98965517
2,kmeans_1d,10,7168,0,0.86143187,0.95517241,0.87759815,0.9862069
2,kmeans_1d,10,7168,1,0.19861432,0.2,0.99538106,0.89310345
2,kmeans_1d,10,7168,2,0.76212471,0.79655172,0.79214781,0.80689655
2,kmeans_1d,10,7168,3,0.79907621,0.8,0.96997691,0.98965517
