binning_mode,mode_name,num_levels,vector_dimension,dataset,uniform_validation,uniform_test,advanced_validation,advanced_test
2,kmeans_1d,90,512,2,0.75288684,0.82068966,0.80369515,0.83103448
2,kmeans_1d,90,512,3,0.97921478,0.99310345,0.99307159,0.98965517
2,kmeans_1d,90,1024,0,0.83371824,0.9862069,0.86143187,0.98275862
2,kmeans_1d,90,1024,1,0.99538106,0.75862069,0.96766744,0.83103448
2,kmeans_1d,90,1024,2,0.75750577,0.84827586,0.82448037,0.84482759
2,kmeans_1d,90,1024,3,0.97459584,0.9862069,0.98614319,0.99310345
2,kmeans_1d,90,1536,0,0.89376443,0.9862069,0.8591224,0.99310345
2,kmeans_1d,90,1536,1,0.99307159,0.89310345,0.96535797,0.9
2,kmeans_1d,90,1536,2,0.80831409,0.84827586,0.81062356,0.82068966
2,kmeans_1d,90,1536,3,0.96766744,0.98275862,0.98152425,0.99310345
2,kmeans_1d,90,2048,0,0.87759815,0.98965517,0.84526559,0.98965517
2,kmeans_1d,90,2048,1,0.97228637,0.85172414,0.94688222,0.79310345
2,kmeans_1d,90,2048,2,0.80138568,0.84827586,0.78752887,0.82758621
2,kmeans_1d,90,2048,3,0.98614319,0.9862069,0.98152425,0.99310345
2,kmeans_1d,90,3072,0,0.83833718,0.9862069,0.86143187,0.9862069
2,kmeans_1d,90,3072,1,0.99307159,0.9137931,0.95381062,0.84482759
2,kmeans_1d,90,3072,2,0.80369515,0.84827586,0.80831409,0.82413793
2,kmeans_1d,90,3072,3,0.97921478,0.98965517,0.98614319,0.9862069
2,kmeans_1d,90,4096,0,0.85681293,0.9862069,0.8591224,0.9862069
2,kmeans_1d,90,4096,1,0.98845266,0.85862069,0.9630485,0.83793103
2,kmeans_1d,90,4096,2,0.79676674,0.85172414,0.8221709,0.83103448
2,kmeans_1d,90,4096,3,0.98845266,0.99310345,0.98383372,0.99655172
2,kmeans_1d,90,5120,0,0.88683603,0.98965517,0.8591224,0.98965517
2,kmeans_1d,90,5120,1,0.99538106,0.81034483,0.95381062,0.84827586
2,kmeans_1d,90,5120,2,0.78060046,0.85172414,0.81524249,0.82758621
2,kmeans_1d,90,5120,3,0.99307159,0.99310345,0.97921478,0.99310345
2,kmeans_1d,90,6144,0,0.88683603,0.98275862,0.86374134,0.9862069
2,kmeans_1d,90,6144,1,0.99076212,0.75862069,0.95150115,0.83448276
2,kmeans_1d,90,6144,2,0.77136259,0.85172414,0.80600462,0.82758621
2,kmeans_1d,90,6144,3,0.99076212,0.99655172,0.98614319,0.9862069
2,kmeans_1d,90,7168,0,0.8891455,0.9862069,0.86605081,0.98965517
2,kmeans_1d,90,7168,1,0.99076212,0.88275862,0.95150115,0.85862069
2,kmeans_1d,90,7168,2,0.79214781,0.84482759,0.81293303,0.83793103
2,kmeans_1d,90,7168,3,0.98614319,0.99310345,0.98383372,0.9862069
2,kmeans_1d,90,8192,0,0.88683603,0.98965517,0.85681293,0.99310345
2,kmeans_1d,90,8192,1,0.98845266,0.78965517,0.9630485,0.83103448
2,kmeans_1d,90,8192,2,0.78290993,0.85517241,0.81524249,0.83448276
2,kmeans_1d,90,8192,3,0.98845266,0.99655172,0.98383372,0.99310345
2,kmeans_1d,95,512,0,0.86605081,0.9862069,0.85450346,0.98965517
2,kmeans_1d,95,512,1,0.96535797,0.84827586,0.94688222,0.83793103
2,kmeans_1d,95,512,2,0.7551963,0.82758621,0.79445727,0.83448276
2,kmeans_1d,95,512,3,0.95612009,0.98275862,0.99076212,0.9862069
2,kmeans_1d,95,1024,0,0.84988453,0.97586207,0.86374134,0.98275862
2,kmeans_1d,95,1024,1,0.97228637,0.81724138,0.96997691,0.82413793
2,kmeans_1d,95,1024,2,0.76905312,0.84482759,0.80831409,0.84827586
2,kmeans_1d,95,1024,3,0.97459584,0.98965517,0.98614319,0.99310345
2,kmeans_1d,95,1536,0,0.8960739,0.9862069,0.86374134,0.9862069
2,kmeans_1d,95,1536,1,0.99769053,0.94137931,0.95842956,0.88965517
2,kmeans_1d,95,1536,2,0.80600462,0.84827586,0.81755196,0.82068966
2,kmeans_1d,95,1536,3,0.98383372,0.98275862,0.98614319,0.98965517
2,kmeans_1d,95,2048,0,0.8891455,0.9862069,0.84757506,0.98275862
2,kmeans_1d,95,2048,1,0.99307159,0.90344828,0.94688222,0.79655172
2,kmeans_1d,95,2048,2,0.81062356,0.84482759,0.79676674,0.82413793
2,kmeans_1d,95,2048,3,0.98845266,0.99655172,0.98845266,0.99310345
2,kmeans_1d,95,3072,0,0.84526559,0.9862069,0.86143187,0.9862069
2,kmeans_1d,95,3072,1,0.98845266,0.96551724,0.95150115,0.82758621
2,kmeans_1d,95,3072,2,0.80138568,0.85172414,0.80600462,0.82413793
2,kmeans_1d,95,3072,3,0.97459584,0.9862069,0.98845266,0.9862069
2,kmeans_1d,95,4096,0,0.85681293,0.9862069,0.8591224,0.9862069
2,kmeans_1d,95,4096,1,0.99307159,0.94827586,0.95612009,0.83103448
2,kmeans_1d,95,4096,2,0.79445727,0.85172414,0.81755196,0.83103448
2,kmeans_1d,95,4096,3,0.98152425,0.99310345,0.98383372,0.99655172
2,kmeans_1d,95,5120,0,0.88221709,0.99310345,0.8591224,0.98965517
2,kmeans_1d,95,5120,1,0.99769053,0.9,0.96073903,0.83793103
2,kmeans_1d,95,5120,2,0.78752887,0.85517241,0.81524249,0.82413793
2,kmeans_1d,95,5120,3,0.99076212,0.99655172,0.97921478,0.99310345
2,kmeans_1d,95,6144,0,0.89145497,0.98275862,0.86374134,0.9862069
2,kmeans_1d,95,6144,1,0.99538106,0.94827586,0.95381062,0.82413793
2,kmeans_1d,95,6144,2,0.78752887,0.85172414,0.81062356,0.82758621
2,kmeans_1d,95,6144,3,0.97690531,0.98965517,0.98614319,0.9862069
2,kmeans_1d,95,7168,0,0.88452656,0.9862069,0.86605081,0.98965517
2,kmeans_1d,95,7168,1,0.99307159,0.94482759,0.95150115,0.86551724
2,kmeans_1d,95,7168,2,0.79445727,0.84482759,0.81062356,0.83793103
2,kmeans_1d,95,7168,3,0.98383372,0.99310345,0.98614319,0.9862069
2,kmeans_1d,95,8192,0,0.88221709,0.98965517,0.85450346,0.98965517
2,kmeans_1d,95,8192,1,0.94688222,0.83448276,0.9630485,0.82758621
2,kmeans_1d,95,8192,2,0.78752887,0.85172414,0.81524249,0.83448276
2,kmeans_1d,95,8192,3,0.98614319,0.99310345,0.98383372,0.99310345
2,kmeans_1d,100,512,0,0.81755196,0.98275862,0.85450346,0.98965517
2,kmeans_1d,100,512,1,0.95150115,0.93103448,0.95612009,0.85517241
2,kmeans_1d,100,512,2,0.76674365,0.82758621,0.79445727,0.84137931
2,kmeans_1d,100,512,3,0.98614319,1.0,0.98614319,0.9862069
2,kmeans_1d,100,1024,0,0.86374134,0.97931034,0.8591224,0.9862069
2,kmeans_1d,100,1024,1,0.96766744,0.93103448,0.96997691,0.82068966
2,kmeans_1d,100,1024,2,0.76443418,0.84482759,0.80600462,0.84482759
2,kmeans_1d,100,1024,3,0.99307159,0.99310345,0.98845266,0.99310345
2,kmeans_1d,100,1536,0,0.8960739,0.9862069,0.8591224,0.9862069
2,kmeans_1d,100,1536,1,0.99076212,0.95862069,0.95842956,0.89655172
2,kmeans_1d,100,1536,2,0.80831409,0.84827586,0.80600462,0.81724138
2,kmeans_1d,100,1536,3,0.99307159,0.99310345,0.98383372,0.98965517
2,kmeans_1d,100,2048,0,0.88221709,0.9862069,0.852194,0.98275862
2,kmeans_1d,100,2048,1,0.96766744,0.93448276,0.94226328,0.76896552
2,kmeans_1d,100,2048,2,0.80369515,0.84482759,0.77829099,0.83103448
2,kmeans_1d,100,2048,3,0.98845266,0.98965517,0.98383372,0.99310345
2,kmeans_1d,100,3072,0,0.86374134,0.9862069,0.86605081,0.98965517
2,kmeans_1d,100,3072,1,0.99307159,0.99655172,0.94919169,0.83103448
2,kmeans_1d,100,3072,2,0.80369515,0.84827586,0.81062356,0.82413793
2,kmeans_1d,100,3072,3,0.98152425,0.97931034,0.98614319,0.9862069
2,kmeans_1d,100,4096,0,0.85450346,0.9862069,0.8591224,0.9862069
2,kmeans_1d,100,4096,1,0.99307159,0.94827586,0.96073903,0.83793103
2,kmeans_1d,100,4096,2,0.79214781,0.84827586,0.81755196,0.83103448
2,kmeans_1d,100,4096,3,0.98383372,0.98965517,0.98383372,0.99655172
2,kmeans_1d,100,5120,0,0.88452656,0.9862069,0.86143187,0.99655172
2,kmeans_1d,100,5120,1,0.99538106,0.96551724,0.95612009,0.85172414
2,kmeans_1d,100,5120,2,0.78060046,0.85172414,0.81755196,0.82758621
2,kmeans_1d,100,5120,3,0.99538106,0.99655172,0.97921478,0.99310345
2,kmeans_1d,100,6144,0,0.88683603,0.9862069,0.86143187,0.9862069
2,kmeans_1d,100,6144,1,0.99307159,0.95172414,0.94919169,0.83793103
2,kmeans_1d,100,6144,2,0.78290993,0.84827586,0.80600462,0.82758621
2,kmeans_1d,100,6144,3,0.99076212,0.99310345,0.98614319,0.9862069
2,kmeans_1d,100,7168,0,0.88683603,0.9862069,0.87066975,0.9862069
2,kmeans_1d,100,7168,1,0.99769053,0.96551724,0.95381062,0.85517241
2,kmeans_1d,100,7168,2,0.79214781,0.84482759,0.81524249,0.83103448
2,kmeans_1d,100,7168,3,0.99307159,0.99310345,0.98614319,0.98965517
2,kmeans_1d,100,8192,0,0.88683603,0.98965517,0.85681293,0.98965517
2,kmeans_1d,100,8192,1,0.99307159,0.93448276,0.9630485,0.82758621
2,kmeans_1d,100,8192,2,0.78060046,0.85517241,0.81755196,0.83103448
2,kmeans_1d,100,8192,3,0.98614319,0.99310345,0.98614319,0.99310345
3,decision_tree_1d,10,512,0,0.86836028,0.95862069,0.86143187,0.97931034
3,decision_tree_1d,10,512,1,0.19861432,0.2,0.9330254,0.78965517
3,decision_tree_1d,10,512,2,0.71593533,0.77931034,0.79676674,0.76206897
3,decision_tree_1d,10,512,3,0.79907621,0.8,0.98383372,0.99310345
3,decision_tree_1d,10,1024,0,0.78752887,0.94137931,0.85450346,0.97586207
3,decision_tree_1d,10,1024,1,0.19861432,0.2,0.98614319,0.83793103
3,decision_tree_1d,10,1024,2,0.76443418,0.7862069,0.79445727,0.79310345
3,decision_tree_1d,10,1024,3,0.79907621,0.8,0.98383372,0.99655172
3,decision_tree_1d,10,1536,0,0.83833718,0.95172414,0.84988453,0.99310345
3,decision_tree_1d,10,1536,1,0.19861432,0.2,0.96766744,0.90689655
3,decision_tree_1d,10,1536,2,0.7482679,0.7862069,0.81062356,0.80689655
3,decision_tree_1d,10,1536,3,0.79907621,0.8,0.98614319,0.99655172
3,decision_tree_1d,10,2048,0,0.852194,0.95172414,0.85681293,0.9862069
3,decision_tree_1d,10,2048,1,0.19861432,0.2,0.96073903,0.87586207
3,decision_tree_1d,10,2048,2,0.76443418,0.79310345,0.80369515,0.75517241
3,decision_tree_1d,10,2048,3,0.79907621,0.8,0.98383372,0.99310345
3,decision_tree_1d,10,3072,0,0.85450346,0.95172414,0.86374134,0.9862069
3,decision_tree_1d,10,3072,1,0.19861432,0.2,0.97921478,0.89310345
3,decision_tree_1d,10,3072,2,0.77367206,0.80344828,0.77367206,0.73103448
3,decision_tree_1d,10,3072,3,0.79907621,0.8,0.98845266,0.99655172
3,decision_tree_1d,10,4096,0,0.84295612,0.96206897,0.86143187,0.9862069
3,decision_tree_1d,10,4096,1,0.19861432,0.2,0.96766744,0.85862069
3,decision_tree_1d,10,4096,2,0.77598152,0.79655172,0.78752887,0.74137931
3,decision_tree_1d,10,4096,3,0.79907621,0.8,0.98845266,0.99310345
3,decision_tree_1d,10,5120,0,0.84988453,0.95517241,0.8591224,0.9862069
3,decision_tree_1d,10,5120,1,0.19861432,0.2,0.97459584,0.85862069
3,decision_tree_1d,10,5120,2,0.75750577,0.79655172,0.79676674,0.76551724
3,decision_tree_1d,10,5120,3,0.79907621,0.8,0.98383372,0.99310345
3,decision_tree_1d,10,6144,0,0.84064665,0.96206897,0.86374134,0.98965517
3,decision_tree_1d,10,6144,1,0.19861432,0.2,0.97228637,0.85862069
3,decision_tree_1d,10,6144,2,0.76905312,0.8,0.80831409,0.7862069
3,decision_tree_1d,10,6144,3,0.79907621,0.8,0.98614319,0.99655172
3,decision_tree_1d,10,7168,0,0.86143187,0.95517241,0.84988453,0.99655172
3,decision_tree_1d,10,7168,1,0.19861432,0.2,0.97459584,0.89655172
3,decision_tree_1d,10,7168,2,0.76212471,0.79655172,0.7852194,0.75517241
3,decision_tree_1d,10,7168,3,0.79907621,0.8,0.98614319,0.99310345
3,decision_tree_1d,10,8192,0,0.84064665,0.95517241,0.85681293,0.9862069
3,decision_tree_1d,10,8192,1,0.19861432,0.2,0.9630485,0.85862069
3,decision_tree_1d,10,8192,2,0.76905312,0.80344828,0.81062356,0.75517241
3,decision_tree_1d,10,8192,3,0.79907621,0.8,0.98614319,0.99655172
3,decision_tree_1d,15,512,0,0.8221709,0.85517241,0.86374134,0.97931034
3,decision_tree_1d,15,512,1,0.63972286,0.59310345,0.96766744,0.84827586
3,decision_tree_1d,15,512,2,0.78752887,0.84482759,0.79907621,0.8137931
3,decision_tree_1d,15,512,3,0.89376443,0.91724138,0.98614319,0.9862069
3,decision_tree_1d,15,1024,0,0.83140878,0.90344828,0.852194,0.98275862
3,decision_tree_1d,15,1024,1,0.59584296,0.59310345,0.98383372,0.85172414
3,decision_tree_1d,15,1024,2,0.7113164,0.83103448,0.83140878,0.81724138
3,decision_tree_1d,15,1024,3,0.89145497,0.93793103,0.97459584,0.99310345
3,decision_tree_1d,15,1536,0,0.80138568,0.88275862,0.87990762,0.9862069
3,decision_tree_1d,15,1536,1,0.60508083,0.57241379,0.98152425,0.8862069
3,decision_tree_1d,15,1536,2,0.74133949,0.83103448,0.82909931,0.83103448
3,decision_tree_1d,15,1536,3,0.8891455,0.92068966,0.97921478,0.99655172
3,decision_tree_1d,15,2048,0,0.81755196,0.87241379,0.86374134,0.99655172
3,decision_tree_1d,15,2048,1,0.60046189,0.5862069,0.97459584,0.85172414
3,decision_tree_1d,15,2048,2,0.76674365,0.83793103,0.81986143,0.8
3,decision_tree_1d,15,2048,3,0.90531178,0.94827586,0.98383372,0.99655172
3,decision_tree_1d,15,3072,0,0.81986143,0.87931034,0.86374134,0.98965517
3,decision_tree_1d,15,3072,1,0.63741339,0.6,0.98383372,0.88965517
3,decision_tree_1d,15,3072,2,0.74133949,0.80689655,0.81293303,0.81724138
3,decision_tree_1d,15,3072,3,0.89838337,0.93103448,0.98845266,0.99310345
3,decision_tree_1d,15,4096,0,0.81755196,0.87586207,0.85450346,0.98965517
3,decision_tree_1d,15,4096,1,0.59122402,0.57241379,0.98614319,0.84827586
3,decision_tree_1d,15,4096,2,0.75750577,0.87931034,0.8221709,0.8137931
3,decision_tree_1d,15,4096,3,0.8960739,0.93793103,0.98383372,0.99655172
3,decision_tree_1d,15,5120,0,0.82909931,0.88275862,0.86143187,0.9862069
3,decision_tree_1d,15,5120,1,0.60969977,0.57241379,0.98614319,0.86206897
3,decision_tree_1d,15,5120,2,0.76905312,0.87241379,0.81986143,0.82413793
3,decision_tree_1d,15,5120,3,0.90300231,0.94482759,0.98614319,0.99655172
3,decision_tree_1d,15,6144,0,0.82448037,0.88275862,0.86143187,0.98965517
3,decision_tree_1d,15,6144,1,0.61662818,0.57931034,0.98845266,0.87931034
3,decision_tree_1d,15,6144,2,0.70438799,0.83448276,0.81986143,0.80344828
3,decision_tree_1d,15,6144,3,0.90069284,0.93793103,0.98614319,0.99310345
3,decision_tree_1d,15,7168,0,0.81986143,0.87586207,0.86605081,0.99310345
3,decision_tree_1d,15,7168,1,0.59122402,0.57586207,0.98383372,0.86896552
3,decision_tree_1d,15,7168,2,0.74133949,0.8137931,0.81524249,0.79655172
3,decision_tree_1d,15,7168,3,0.8891455,0.92758621,0.98383372,0.99655172
3,decision_tree_1d,15,8192,0,0.82678984,0.9,0.86374134,0.98965517
3,decision_tree_1d,15,8192,1,0.61893764,0.57241379,0.97228637,0.86896552
3,decision_tree_1d,15,8192,2,0.73441109,0.86896552,0.83140878,0.81724138
3,decision_tree_1d,15,8192,3,0.89838337,0.93103448,0.98614319,0.99655172
3,decision_tree_1d,20,512,0,0.84757506,0.98275862,0.84757506,0.97586207
3,decision_tree_1d,20,512,1,0.79214781,0.55517241,0.94226328,0.74482759
3,decision_tree_1d,20,512,2,0.76674365,0.83793103,0.78060046,0.76551724
3,decision_tree_1d,20,512,3,0.852194,0.92758621,0.96766744,0.96206897
3,decision_tree_1d,20,1024,0,0.84988453,0.97241379,0.86143187,0.99655172
3,decision_tree_1d,20,1024,1,0.79445727,0.60689655,0.97459584,0.81034483
3,decision_tree_1d,20,1024,2,0.79214781,0.84482759,0.80831409,0.80344828
3,decision_tree_1d,20,1024,3,0.86605081,0.92413793,0.97690531,0.9862069
3,decision_tree_1d,20,1536,0,0.87759815,0.98275862,0.87297921,0.9862069
3,decision_tree_1d,20,1536,1,0.80600462,0.53793103,0.97228637,0.84827586
3,decision_tree_1d,20,1536,2,0.81755196,0.84482759,0.81755196,0.84827586
3,decision_tree_1d,20,1536,3,0.86374134,0.90689655,0.98152425,0.99310345
3,decision_tree_1d,20,2048,0,0.87759815,0.9862069,0.85681293,0.99310345
3,decision_tree_1d,20,2048,1,0.80831409,0.57586207,0.97459584,0.84482759
3,decision_tree_1d,20,2048,2,0.80831409,0.84482759,0.80831409,0.81034483
3,decision_tree_1d,20,2048,3,0.85681293,0.92068966,0.98152425,0.98965517
3,decision_tree_1d,20,3072,0,0.84526559,0.98275862,0.86836028,0.99310345
3,decision_tree_1d,20,3072,1,0.81293303,0.54827586,0.96535797,0.85862069
3,decision_tree_1d,20,3072,2,0.83371824,0.84482759,0.8221709,0.82413793
3,decision_tree_1d,20,3072,3,0.86374134,0.91034483,0.97921478,0.98965517
3,decision_tree_1d,20,4096,0,0.84064665,0.98275862,0.87066975,0.99310345
3,decision_tree_1d,20,4096,1,0.80138568,0.52068966,0.95381062,0.83103448
3,decision_tree_1d,20,4096,2,0.82448037,0.84482759,0.82448037,0.82758621
3,decision_tree_1d,20,4096,3,0.86836028,0.90344828,0.98383372,0.99310345
3,decision_tree_1d,20,5120,0,0.87528868,0.98275862,0.8591224,0.9862069
3,decision_tree_1d,20,5120,1,0.81755196,0.55517241,0.97459584,0.83793103
3,decision_tree_1d,20,5120,2,0.80138568,0.84482759,0.81755196,0.83103448
3,decision_tree_1d,20,5120,3,0.86605081,0.9137931,0.98614319,0.98965517
3,decision_tree_1d,20,6144,0,0.87759815,0.98275862,0.86143187,0.9862069
3,decision_tree_1d,20,6144,1,0.8221709,0.56551724,0.97228637,0.8862069
3,decision_tree_1d,20,6144,2,0.80831409,0.84482759,0.8221709,0.83103448
3,decision_tree_1d,20,6144,3,0.8591224,0.90689655,0.98614319,0.98965517
3,decision_tree_1d,20,7168,0,0.88683603,0.9862069,0.86374134,0.9862069
3,decision_tree_1d,20,7168,1,0.81755196,0.55172414,0.97459584,0.86896552
3,decision_tree_1d,20,7168,2,0.80831409,0.84482759,0.82678984,0.83793103
3,decision_tree_1d,20,7168,3,0.86605081,0.91034483,0.98152425,0.98965517
3,decision_tree_1d,20,8192,0,0.87528868,0.98275862,0.8591224,0.99310345
3,decision_tree_1d,20,8192,1,0.81986143,0.57241379,0.96535797,0.87241379
3,decision_tree_1d,20,8192,2,0.80831409,0.84482759,0.8221709,0.83103448
3,decision_tree_1d,20,8192,3,0.86605081,0.9137931,0.98845266,0.99310345
3,decision_tree_1d,25,512,0,0.852194,0.95517241,0.85450346,0.98275862
3,decision_tree_1d,25,512,1,0.84295612,0.5862069,0.94688222,0.82413793
3,decision_tree_1d,25,512,2,0.75981524,0.83103448,0.79214781,0.81724138
3,decision_tree_1d,25,512,3,0.99769053,0.9862069,0.97921478,0.96551724
3,decision_tree_1d,25,1024,0,0.86374134,0.95517241,0.87066975,0.98275862
3,decision_tree_1d,25,1024,1,0.79445727,0.46206897,0.98845266,0.84482759
3,decision_tree_1d,25,1024,2,0.76212471,0.83448276,0.82678984,0.81724138
3,decision_tree_1d,25,1024,3,0.99769053,0.9862069,0.98383372,0.99655172
3,decision_tree_1d,25,1536,0,0.87066975,0.9862069,0.86605081,0.99310345
3,decision_tree_1d,25,1536,1,0.81755196,0.51034483,0.96535797,0.89310345
3,decision_tree_1d,25,1536,2,0.78060046,0.8137931,0.82448037,0.84137931
3,decision_tree_1d,25,1536,3,0.99538106,0.9862069,0.98845266,0.99655172
3,decision_tree_1d,25,2048,0,0.87759815,0.98965517,0.86605081,0.98965517
3,decision_tree_1d,25,2048,1,0.76212471,0.45517241,0.99076212,0.86551724
3,decision_tree_1d,25,2048,2,0.78060046,0.81724138,0.81293303,0.80344828
3,decision_tree_1d,25,2048,3,0.99538106,0.9862069,0.98152425,0.99310345
3,decision_tree_1d,25,3072,0,0.85681293,0.97931034,0.8591224,0.99310345
3,decision_tree_1d,25,3072,1,0.76905312,0.50689655,0.97228637,0.88275862
3,decision_tree_1d,25,3072,2,0.79445727,0.82068966,0.82448037,0.82413793
3,decision_tree_1d,25,3072,3,0.99769053,0.98965517,0.98383372,0.9862069
3,decision_tree_1d,25,4096,0,0.8591224,0.98965517,0.86836028,0.99310345
3,decision_tree_1d,25,4096,1,0.78060046,0.45862069,0.9630485,0.87241379
3,decision_tree_1d,25,4096,2,0.7852194,0.82068966,0.81755196,0.82758621
3,decision_tree_1d,25,4096,3,0.99769053,0.9862069,0.98383372,0.98965517
3,decision_tree_1d,25,5120,0,0.86605081,0.9862069,0.86836028,0.9862069
3,decision_tree_1d,25,5120,1,0.78752887,0.4862069,0.96766744,0.85517241
3,decision_tree_1d,25,5120,2,0.77829099,0.84482759,0.81524249,0.82758621
3,decision_tree_1d,25,5120,3,0.99769053,0.9862069,0.98383372,0.98965517
3,decision_tree_1d,25,6144,0,0.86374134,0.98275862,0.85450346,0.9862069
3,decision_tree_1d,25,6144,1,0.78060046,0.48965517,0.96997691,0.86896552
3,decision_tree_1d,25,6144,2,0.76905312,0.81724138,0.81755196,0.83103448
3,decision_tree_1d,25,6144,3,0.99769053,0.98965517,0.98614319,0.99310345
3,decision_tree_1d,25,7168,0,0.86836028,0.99310345,0.86374134,0.99655172
3,decision_tree_1d,25,7168,1,0.77829099,0.50689655,0.97459584,0.87586207
3,decision_tree_1d,25,7168,2,0.77598152,0.80689655,0.82678984,0.83793103
3,decision_tree_1d,25,7168,3,0.99769053,0.98965517,0.98383372,0.99655172
3,decision_tree_1d,25,8192,0,0.87297921,0.9862069,0.8591224,0.99310345
3,decision_tree_1d,25,8192,1,0.76212471,0.44482759,0.96997691,0.87241379
3,decision_tree_1d,25,8192,2,0.77598152,0.82413793,0.81524249,0.82758621
3,decision_tree_1d,25,8192,3,0.99769053,0.9862069,0.98383372,0.99655172
3,decision_tree_1d,30,512,0,0.87528868,0.97241379,0.852194,0.99655172
3,decision_tree_1d,30,512,1,0.79445727,0.64482759,0.97228637,0.83793103
3,decision_tree_1d,30,512,2,0.76674365,0.83448276,0.78752887,0.78275862
3,decision_tree_1d,30,512,3,0.95842956,0.96206897,0.97228637,0.96896552
3,decision_tree_1d,30,1024,0,0.88221709,0.9862069,0.84988453,0.97931034
3,decision_tree_1d,30,1024,1,0.77829099,0.64137931,0.95612009,0.81724138
3,decision_tree_1d,30,1024,2,0.76905312,0.87931034,0.82678984,0.84137931
3,decision_tree_1d,30,1024,3,0.96535797,0.96206897,0.98614319,0.9862069
3,decision_tree_1d,30,1536,0,0.88683603,0.9862069,0.86143187,0.99310345
3,decision_tree_1d,30,1536,1,0.79445727,0.65862069,0.96535797,0.87241379
3,decision_tree_1d,30,1536,2,0.83833718,0.86206897,0.81755196,0.82068966
3,decision_tree_1d,30,1536,3,0.9630485,0.96206897,0.98152425,0.9862069
3,decision_tree_1d,30,2048,0,0.88221709,0.98965517,0.86836028,0.99310345
3,decision_tree_1d,30,2048,1,0.77136259,0.6137931,0.97228637,0.85172414
3,decision_tree_1d,30,2048,2,0.82448037,0.86206897,0.80369515,0.79655172
3,decision_tree_1d,30,2048,3,0.96766744,0.96896552,0.98383372,0.99310345
3,decision_tree_1d,30,3072,0,0.85681293,0.9862069,0.84988453,0.9862069
3,decision_tree_1d,30,3072,1,0.77367206,0.63448276,0.95150115,0.87241379
3,decision_tree_1d,30,3072,2,0.82448037,0.85517241,0.81293303,0.82758621
3,decision_tree_1d,30,3072,3,0.96766744,0.96896552,0.98152425,0.99310345
3,decision_tree_1d,30,4096,0,0.87528868,0.9862069,0.85681293,0.99310345
3,decision_tree_1d,30,4096,1,0.78060046,0.64137931,0.9630485,0.82413793
3,decision_tree_1d,30,4096,2,0.81293303,0.85862069,0.81986143,0.81724138
3,decision_tree_1d,30,4096,3,0.9630485,0.95862069,0.98383372,0.98965517
3,decision_tree_1d,30,5120,0,0.88221709,0.98965517,0.85681293,0.9862069
3,decision_tree_1d,30,5120,1,0.78290993,0.66206897,0.96535797,0.85517241
3,decision_tree_1d,30,5120,2,0.80600462,0.86551724,0.81986143,0.82068966
3,decision_tree_1d,30,5120,3,0.9630485,0.96206897,0.98152425,0.99310345
3,decision_tree_1d,30,6144,0,0.86143187,0.98275862,0.86143187,0.9862069
3,decision_tree_1d,30,6144,1,0.77367206,0.64827586,0.97228637,0.85862069
3,decision_tree_1d,30,6144,2,0.80600462,0.85862069,0.80831409,0.82758621
3,decision_tree_1d,30,6144,3,0.96766744,0.96206897,0.98383372,0.98275862
3,decision_tree_1d,30,7168,0,0.88452656,0.98275862,0.86143187,0.99655172
3,decision_tree_1d,30,7168,1,0.77136259,0.64827586,0.9630485,0.85172414
3,decision_tree_1d,30,7168,2,0.79907621,0.85517241,0.81755196,0.83103448
3,decision_tree_1d,30,7168,3,0.96766744,0.96206897,0.98383372,0.99310345
3,decision_tree_1d,30,8192,0,0.88452656,0.9862069,0.8591224,0.98965517
3,decision_tree_1d,30,8192,1,0.76905312,0.62413793,0.96997691,0.87241379
3,decision_tree_1d,30,8192,2,0.81293303,0.86551724,0.81986143,0.82758621
3,decision_tree_1d,30,8192,3,0.96766744,0.96551724,0.98383372,0.99310345
3,decision_tree_1d,35,512,0,0.86605081,0.98275862,0.84064665,0.98965517
3,decision_tree_1d,35,512,1,0.86605081,0.92068966,0.95842956,0.8137931
3,decision_tree_1d,35,512,2,0.76443418,0.83793103,0.79445727,0.77586207
3,decision_tree_1d,35,512,3,0.96535797,0.97931034,0.96997691,0.96206897
3,decision_tree_1d,35,1024,0,0.85450346,0.98275862,0.87066975,0.98965517
3,decision_tree_1d,35,1024,1,0.84064665,0.84827586,0.93995381,0.77586207
3,decision_tree_1d,35,1024,2,0.75981524,0.84482759,0.80831409,0.83103448
3,decision_tree_1d,35,1024,3,0.94226328,0.95172414,0.97690531,0.98965517
3,decision_tree_1d,35,1536,0,0.87759815,0.97586207,0.85681293,0.98275862
3,decision_tree_1d,35,1536,1,0.72979215,0.93103448,0.95612009,0.87241379
3,decision_tree_1d,35,1536,2,0.80138568,0.84482759,0.79907621,0.82413793
3,decision_tree_1d,35,1536,3,0.926097,0.92413793,0.98614319,0.9862069
3,decision_tree_1d,35,2048,0,0.88221709,0.9862069,0.86143187,0.9862069
3,decision_tree_1d,35,2048,1,0.87297921,0.90689655,0.96766744,0.84482759
3,decision_tree_1d,35,2048,2,0.80600462,0.84482759,0.81524249,0.81724138
3,decision_tree_1d,35,2048,3,0.93995381,0.93448276,0.97921478,0.98965517
3,decision_tree_1d,35,3072,0,0.86836028,0.98275862,0.86836028,0.99310345
3,decision_tree_1d,35,3072,1,0.86374134,0.92413793,0.95612009,0.84827586
3,decision_tree_1d,35,3072,2,0.80600462,0.84827586,0.80600462,0.82413793
