seed,dataset,generation,avg_accuracy,max_accuracy,avg_similarity,max_similarity,new_selected,population
1,0,1,88.17001562499999,89.874,0.28156249999999994,0.304,39,64
1,0,2,88.8039375,90.104,0.2744375,0.289,34,64
1,0,3,89.20021875,90.564,0.27271875,0.292,19,64
1,0,4,89.365671875,90.794,0.27156250000000004,0.288,16,64
1,0,5,89.42678125,90.794,0.269984375,0.288,17,64
1,0,6,89.44115625,90.794,0.26842187500000003,0.284,13,64
1,0,7,89.545453125,90.794,0.268046875,0.279,9,64
1,0,8,89.570625,90.794,0.26735937499999995,0.279,8,64
1,0,9,89.621125,90.794,0.26709375,0.279,8,64
1,0,10,89.70070312500002,90.794,0.266734375,0.279,9,64
1,0,11,89.751140625,90.794,0.26642187500000003,0.279,7,64
1,0,12,89.73301562500001,90.794,0.265953125,0.279,11,64
1,0,13,89.747578125,90.794,0.26540625,0.281,8,64
1,0,14,89.73325,90.794,0.264734375,0.278,9,64
1,0,15,89.765609375,90.794,0.264140625,0.278,9,64
1,0,16,89.8195,90.794,0.26360937500000003,0.277,9,64
1,0,17,89.815921875,90.794,0.2628125,0.277,8,64
1,0,18,89.812375,90.794,0.261953125,0.276,6,64
1,0,19,89.80528125000001,90.794,0.26140625000000006,0.276,10,64
1,0,20,89.83054687500001,90.794,0.260421875,0.276,6,64
1,0,21,89.78015625,90.794,0.25968749999999996,0.276,5,64
1,0,22,89.81979687500001,90.794,0.25975000000000004,0.276,2,64
1,0,23,89.81984375,90.794,0.25975000000000004,0.276,5,64
1,0,24,89.79482812500001,90.794,0.259109375,0.276,6,64
1,0,25,89.80915625,90.794,0.258796875,0.276,4,64
1,0,26,89.80912500000001,90.794,0.25846875,0.276,6,64
1,0,27,89.79831250000001,90.794,0.258,0.276,4,64
1,0,28,89.773171875,90.794,0.25760937500000003,0.276,2,64
1,0,29,89.76239062500001,90.794,0.2574375,0.276,8,64
1,0,30,89.78746874999999,91.024,0.25764062499999996,0.276,2,64
1,0,31,89.79106250000001,91.024,0.25759375,0.276,2,64
1,0,32,89.7910625,91.024,0.257359375,0.274,0,64
1,0,33,89.7910625,91.024,0.257359375,0.274,4,64
1,0,34,89.816328125,91.024,0.257234375,0.274,3,64
1,0,35,89.83425,91.024,0.257421875,0.274,4,64
1,0,36,89.88093749999999,91.024,0.25779687500000004,0.281,5,64
1,0,37,89.94559375,91.024,0.25840625,0.281,7,64
1,0,38,89.94204687499999,91.024,0.258046875,0.281,5,64
1,0,39,89.938375,91.024,0.25728125,0.281,2,64
1,0,40,89.93837500000001,91.024,0.25746875,0.281,5,64
1,0,41,89.96353124999999,91.254,0.25748437500000004,0.281,4,64
1,0,42,89.9741875,91.254,0.25728125,0.281,5,64
1,0,43,89.98490625,91.254,0.25706249999999997,0.281,1,64
1,0,44,89.98490625,91.254,0.25706249999999997,0.281,3,64
1,0,45,89.98126562499999,91.254,0.256953125,0.281,4,64
1,0,46,89.97407812499999,91.254,0.25675000000000003,0.281,1,64
1,0,47,89.95253124999999,91.254,0.256734375,0.281,3,64
1,0,48,89.94176562499999,91.254,0.25646875,0.281,5,64
1,0,49,89.99553125,91.254,0.256296875,0.281,2,64
1,0,50,89.98834374999998,91.254,0.256140625,0.281,3,64
1,0,51,89.95603125,91.254,0.255859375,0.281,6,64
1,0,52,89.934625,91.254,0.2551875,0.272,3,64
1,0,53,89.927453125,91.254,0.25492187499999996,0.272,3,64
1,0,54,89.880546875,91.254,0.254609375,0.272,5,64
1,0,55,89.86254687499999,91.254,0.25409375,0.27,6,64
1,0,56,89.86259375,91.254,0.25378124999999996,0.27,3,64
1,0,57,89.88059375,91.254,0.254,0.27,1,64
1,0,58,89.88059375,91.254,0.25398437500000004,0.27,4,64
1,0,59,89.913,91.254,0.25393750000000004,0.27,2,64
1,0,60,89.934515625,91.254,0.253875,0.27,1,64
1,0,61,89.9380625,91.254,0.2538125,0.27,4,64
1,0,62,89.95246875,91.254,0.253828125,0.27,3,64
1,0,63,89.96328125,91.254,0.25368750000000007,0.27,5,64
1,0,64,89.97765625,91.254,0.25379687500000003,0.27,2,64
1,0,65,89.9525625,91.254,0.253546875,0.27,3,64
1,0,66,89.974109375,91.254,0.25370312500000003,0.27,4,64
1,0,67,89.98131249999999,91.254,0.25346875,0.27,6,64
1,0,68,90.002765625,91.254,0.25296875,0.27,3,64
1,0,69,90.013546875,91.254,0.25293750000000004,0.27,2,64
1,0,70,90.00273437499999,91.254,0.252671875,0.27,7,64
1,0,71,90.04615625,91.254,0.25284375000000003,0.27,3,64
1,0,72,90.053296875,91.254,0.25279687500000003,0.27,3,64
1,0,73,90.04970312500001,91.254,0.252484375,0.27,1,64
1,0,74,90.0604375,91.254,0.2525625,0.27,3,64
1,0,75,90.08193750000001,91.254,0.252484375,0.27,4,64
1,0,76,90.09273437499999,91.254,0.252296875,0.27,4,64
1,0,77,90.09273437499999,91.254,0.25221875,0.27,5,64
1,0,78,90.063953125,91.254,0.251703125,0.27,5,64
1,0,79,90.07110937499999,91.254,0.2515625,0.27,7,64
1,0,80,90.07470312499998,91.254,0.251609375,0.27,4,64
1,0,81,90.078296875,91.254,0.25140625,0.27,5,64
1,0,82,90.07115625,91.254,0.25125,0.27,4,64
1,0,83,90.06756250000001,91.254,0.25087499999999996,0.27,6,64
1,0,84,90.08918750000001,91.254,0.250953125,0.27,7,64
1,0,85,90.09996875,91.254,0.250375,0.27,3,64
1,0,86,90.11075,91.254,0.25028125,0.27,1,64
1,0,87,90.0999375,91.254,0.250078125,0.27,4,64
1,0,88,90.10356250000001,91.254,0.24987499999999999,0.27,7,64
1,0,89,90.11085937499999,91.254,0.24975,0.27,4,64
