run_index,total_runs,timestamp,item_mem_seed,num_levels,vector_dimension,use_genetic_item_memory,binning_mode,output_mode,log_file,duration_sec
1,5220,2026-04-22T23:23:14.771858,8,5,201,0,0,2,run_levels_005_dim_00201.txt,1.012
2,5220,2026-04-22T23:23:15.739461,8,5,251,0,0,2,run_levels_005_dim_00251.txt,0.964
3,5220,2026-04-22T23:23:16.734746,8,5,301,0,0,2,run_levels_005_dim_00301.txt,0.992
4,5220,2026-04-22T23:23:17.760492,8,5,351,0,0,2,run_levels_005_dim_00351.txt,1.023
5,5220,2026-04-22T23:23:18.841029,8,5,401,0,0,2,run_levels_005_dim_00401.txt,1.078
6,5220,2026-04-22T23:23:20.084675,8,5,451,0,0,2,run_levels_005_dim_00451.txt,1.240
7,5220,2026-04-22T23:23:21.327488,8,5,501,0,0,2,run_levels_005_dim_00501.txt,1.240
8,5220,2026-04-22T23:23:22.613783,8,5,551,0,0,2,run_levels_005_dim_00551.txt,1.283
9,5220,2026-04-22T23:23:23.850858,8,5,601,0,0,2,run_levels_005_dim_00601.txt,1.234
10,5220,2026-04-22T23:23:25.044577,8,5,651,0,0,2,run_levels_005_dim_00651.txt,1.190
11,5220,2026-04-22T23:23:26.239705,8,5,701,0,0,2,run_levels_005_dim_00701.txt,1.192
12,5220,2026-04-22T23:23:27.436566,8,5,751,0,0,2,run_levels_005_dim_00751.txt,1.194
13,5220,2026-04-22T23:23:28.672714,8,5,801,0,0,2,run_levels_005_dim_00801.txt,1.233
14,5220,2026-04-22T23:23:29.888238,8,5,851,0,0,2,run_levels_005_dim_00851.txt,1.212
15,5220,2026-04-22T23:23:31.124286,8,5,901,0,0,2,run_levels_005_dim_00901.txt,1.233
16,5220,2026-04-22T23:23:32.351094,8,5,951,0,0,2,run_levels_005_dim_00951.txt,1.224
17,5220,2026-04-22T23:23:33.607825,8,5,1000,0,0,2,run_levels_005_dim_01000.txt,1.253
18,5220,2026-04-22T23:23:35.109882,8,5,1500,0,0,2,run_levels_005_dim_01500.txt,1.499
19,5220,2026-04-22T23:23:36.914494,8,5,2000,0,0,2,run_levels_005_dim_02000.txt,1.801
20,5220,2026-04-22T23:23:38.955214,8,5,2500,0,0,2,run_levels_005_dim_02500.txt,2.038
21,5220,2026-04-22T23:23:41.108528,8,5,3000,0,0,2,run_levels_005_dim_03000.txt,2.150
22,5220,2026-04-22T23:23:43.275044,8,5,3500,0,0,2,run_levels_005_dim_03500.txt,2.163
23,5220,2026-04-22T23:23:45.520757,8,5,4000,0,0,2,run_levels_005_dim_04000.txt,2.242
24,5220,2026-04-22T23:23:48.300133,8,5,4500,0,0,2,run_levels_005_dim_04500.txt,2.766
25,5220,2026-04-22T23:23:50.967107,8,5,5000,0,0,2,run_levels_005_dim_05000.txt,2.664
26,5220,2026-04-22T23:23:54.895056,8,5,5500,0,0,2,run_levels_005_dim_05500.txt,3.925
27,5220,2026-04-22T23:23:58.768674,8,5,6000,0,0,2,run_levels_005_dim_06000.txt,3.871
28,5220,2026-04-22T23:24:02.460417,8,5,6500,0,0,2,run_levels_005_dim_06500.txt,3.689
29,5220,2026-04-22T23:24:05.765116,8,5,7000,0,0,2,run_levels_005_dim_07000.txt,3.302
30,5220,2026-04-22T23:24:09.741094,8,5,7500,0,0,2,run_levels_005_dim_07500.txt,3.973
31,5220,2026-04-22T23:24:13.314488,8,5,8000,0,0,2,run_levels_005_dim_08000.txt,3.570
32,5220,2026-04-22T23:24:17.899269,8,5,8500,0,0,2,run_levels_005_dim_08500.txt,4.582
33,5220,2026-04-22T23:24:23.042098,8,5,9000,0,0,2,run_levels_005_dim_09000.txt,5.140
34,5220,2026-04-22T23:24:27.773066,8,5,9500,0,0,2,run_levels_005_dim_09500.txt,4.728
35,5220,2026-04-22T23:24:32.157374,8,5,10000,0,0,2,run_levels_005_dim_10000.txt,4.381
36,5220,2026-04-22T23:24:38.222627,8,5,11000,0,0,2,run_levels_005_dim_11000.txt,6.061
37,5220,2026-04-22T23:24:44.817834,8,5,12000,0,0,2,run_levels_005_dim_12000.txt,6.592
38,5220,2026-04-22T23:24:50.285056,8,5,13000,0,0,2,run_levels_005_dim_13000.txt,5.464
39,5220,2026-04-22T23:24:57.583923,8,5,14000,0,0,2,run_levels_005_dim_14000.txt,7.296
40,5220,2026-04-22T23:25:03.975620,8,5,15000,0,0,2,run_levels_005_dim_15000.txt,6.388
41,5220,2026-04-22T23:25:09.695958,8,5,16000,0,0,2,run_levels_005_dim_16000.txt,5.717
42,5220,2026-04-22T23:25:18.640141,8,5,17000,0,0,2,run_levels_005_dim_17000.txt,8.929
