seed,dataset,generation,avg_accuracy,max_accuracy,avg_similarity,max_similarity,new_selected,population
1,1,1,96.33778906250001,100.0,0.7508984375,0.787,70,128
1,1,2,97.50440625,100.0,0.7383124999999999,0.782,58,128
1,1,3,97.78350781249999,100.0,0.7321484375,0.773,42,128
1,1,4,97.8848828125,100.0,0.7282656249999999,0.773,30,128
1,1,5,97.93909374999998,100.0,0.726578125,0.773,32,128
1,1,6,97.9228203125,100.0,0.7248203124999999,0.773,31,128
1,1,7,98.03248437500001,100.0,0.7221328124999999,0.742,27,128
1,1,8,98.08825,100.0,0.7206250000000001,0.74,28,128
1,1,9,98.3614609375,100.0,0.719078125,0.736,30,128
1,1,10,98.401,100.0,0.7171875,0.731,24,128
1,1,11,98.44051562499999,100.0,0.715875,0.727,20,128
1,1,12,98.73717187499999,100.0,0.7154296874999999,0.726,21,128
1,1,13,98.67433593749999,100.0,0.7145,0.726,17,128
1,1,14,98.7515546875,100.0,0.7139296875,0.725,22,128
1,1,15,98.7407578125,100.0,0.712671875,0.723,15,128
1,1,16,98.74976562500001,100.0,0.7121171875,0.723,17,128
1,1,17,98.8144765625,100.0,0.711453125,0.721,22,128
1,1,18,98.812765625,100.0,0.7104921874999999,0.721,13,128
1,1,19,98.84332031249998,100.0,0.7097499999999999,0.72,23,128
1,1,20,98.8989921875,100.0,0.7087265624999999,0.718,21,128
1,1,21,98.86305468750001,100.0,0.7075859375,0.716,17,128
1,1,22,98.86304687500001,100.0,0.70703125,0.715,14,128
1,1,23,98.8271171875,100.0,0.706484375,0.715,15,128
1,1,24,98.927703125,100.0,0.7062031249999999,0.715,10,128
1,1,25,98.884625,100.0,0.705671875,0.715,11,128
1,1,26,98.882828125,100.0,0.7053046875,0.714,10,128
1,1,27,98.8576875,100.0,0.7048046875,0.714,17,128
1,1,28,98.886421875,100.0,0.704140625,0.713,15,128
1,1,29,98.8433125,100.0,0.7035234374999999,0.713,15,128
1,1,30,98.8307578125,100.0,0.7028671875,0.712,15,128
1,1,31,98.77149999999999,100.0,0.70215625,0.71,17,128
1,1,32,98.8971640625,100.0,0.701765625,0.709,16,128
1,1,33,98.952859375,100.0,0.7012031249999999,0.709,21,128
1,1,34,98.8433203125,100.0,0.70028125,0.708,17,128
1,1,35,98.81099999999999,100.0,0.699453125,0.706,14,128
1,1,36,98.88822656250001,100.0,0.6990546875,0.706,18,128
